lemma_slp1	layer	sense_id	sense_gloss	count_all	sense_rank	lemma_share	n_texts	dispersion_dp	largest_text_share	count_adj	sense_rank_adj	count_bal_uniform	sense_rank_bal	count_nonsastra	sense_rank_nonsastra	top_genre	top_genre_share	periods	provenance	confidence
amftalatA	mw	amftalatA#1	a-mfta—latA or a-mfta—latikA , f. a creeping plant that gives nectar, Pañcat.	3	1		0												estimated	1.0
anDapUtanA	mw	anDapUtanA#1	anDa—pUtanA f. a female demon causing diseases in children, Suśr.	3	1		0												estimated	1.0
anUru	mw	anUru#2	an-Uru m. the charioteer of the sun, the dawn, Rājat. &c.	3	1		0												estimated	1.0
anidrA	mw	anidrA#1	a-nidrA f. sleeplessness.	3	1		0												estimated	1.0
anuSastra	mw	anuSastra#1	anu-Sastra n. any subsidiary weapon or instrument, anything used in place of a regular surgical inst	3	1		0												estimated	1.0
anupta	mw	anupta#1	an-upta mfn. (√ 2. vap ), unsown (as seed).	3	1		0												estimated	1.0
anutsAha	mw	anutsAha#3	listlessness	3	1		0												estimated	1.0
anuyAtf	mw	anuyAtf#1	anu-yAtf m. a follower, companion.	3	1		0												estimated	1.0
anyapuzwa	mw	anyapuzwa#1	anya—puzwa mf( A ) [ Kum. i, 46 ] ‘reared by another’, the kokila or Indian cuckoo (supposed to be r	3	1		0												estimated	1.0
apAmpati	mw	apAmpati#1	apAm-pati or ap-pati [ Mn. ], m. the ocean	3	1		0												estimated	1.0
apakartana	mw	apakartana#1	apa-kartana n. cutting in pieces, dismembering, Mcar.	3	1		0												estimated	1.0
apapad	mw	apapad#1	apa-√ pad to escape, run away.	3	1		0												estimated	1.0
aparANmuKa	mw	aparANmuKa#1	a-parAN-muKa mfn. with unaverted face, not turned away from ( gen. ), Ragh.	3	1		0												estimated	1.0
apasAraRa	mw	apasAraRa#1	apa-sAraRa n. removing to a distance	3	1		0												estimated	1.0
apnasvat	mw	apnasvat#1	a/pnas—vat ( a/pnas- ), mfn. giving property, profitable, RV.	3	1		0												estimated	1.0
aputraka	mw	aputraka#1	a-putraka mf( ikA )n. sonless, Kathās. ; Daś.	3	1		0												estimated	1.0
arDadivasa	mw	arDadivasa#1	arDa—divasa m. ‘half a day’, midday, R. ( cf. arDa-rAtra below.)	3	1		0												estimated	1.0
araRikA	mw	araRikA#1	araRikA f. the plant Premna Spinosa , L.	3	1		0												estimated	1.0
araRyaka	mw	araRyaka#1	araRyaka n. a forest, Yājñ. iii, 192 , the plant Melia Sempervirens , L.	3	1		0												estimated	1.0
araka	mw	araka#1	araka m. the spoke of a wheel, Suśr.	3	1		0												estimated	1.0
arcin	mw	arcin#1	arci/n mfn. (said of Varuṇa 's foot) shining, RV. viii, 41, 8	3	1		0												estimated	1.0
aruRapsu	mw	aruRapsu#1	aruRa/—psu ( aruRa/- ), mfn. of a red appearance, RV.	3	1		0												estimated	1.0
asTisaMcayana	mw	asTisaMcayana#1	asTi—saMcaya , m. or asTi—saMcayana , n. the ceremony of collecting the bones (after burning a corps	3	1		0												estimated	1.0
asreman	mw	asreman#1	a-srema/n mfn. (said of Agni ) faultless, perfect, RV. iii, 29, 13 and x, 8, 2.	3	1		0												estimated	1.0
atidagDa	mw	atidagDa#2	ati—dagDa n. N. of a bad kind of burn.	3	1		0												estimated	1.0
atikzipta	mw	atikzipta#2	ati-kzipta n. (in med. ) sprain or dislocation of a particular kind, Suśr.	3	1		0												estimated	1.0
avabAhuka	mw	avabAhuka#1	ava-bAhuka m. spasm in the arm, Suśr.	3	1		0												estimated	1.0
avaktra	mw	avaktra#1	a-vaktra mf( A )n. having no mouth (as a vessel), Suśr.	3	1		0												estimated	1.0
avarjanIya	mw	avarjanIya#1	a-varjanIya mfn. inevitable	3	1		0												estimated	1.0
aviBAvita	mw	aviBAvita#1	a-viBAvita mfn. unperceived (as indistinct voice or speech), Bālar.	3	1		0												estimated	1.0
bAhyAyAma	mw	bAhyAyAma#1	bAhyA yAma m. a partic. disease of the nerves, ib.	3	1		0												estimated	1.0
bAlagraha	mw	bAlagraha#1	bAla—graha m. ‘seizer of children’, a kind of demon (said to cause 9 kinds of possession), MBh. ; Ag	3	1		0												estimated	1.0
bahirBAga	mw	bahirBAga#1	bahir—BAga m. the outer side or part, exterior, KātyŚr. , Sch.	3	1		0												estimated	1.0
bahupattra	mw	bahupattra#3	bahu—pattra n. talc, L.	3	1		0												estimated	1.0
bandi	mw	bandi#1	1. bandi (?) m. a Buddhist pupil, MWB. 263 ( cf. n. 1)	3	1		0												estimated	1.0
bohitTa	mw	bohitTa#1	bohitTa m. n. a boat, ship, L. ( cf. vahitra ).	3	1		0												estimated	1.0
cEtrika	mw	cEtrika#1	cEtrika m. the month Caitra , Pāṇ. iv, 2, 23.	3	1		0												estimated	1.0
cUcupa	mw	cUcupa#1	cUcupa m. pl. N. of a people, MBh. v, 140, 26 ( cuc˚ , C ), vi, 75, 21 ( cUlika , C ).	3	1		0												estimated	1.0
cakzuHSravas	mw	cakzuHSravas#1	cakzuH—Sravas m. ‘using the eyes for ears’, a snake, MBh. xii, 13803 ; Kir. xvi, 42 ; Naiṣ. , KāśīKh	3	1		0												estimated	1.0
candanA	mw	candanA#2	N. of a river, VP. ( v.l. for ˚ndrA )	3	1		0												estimated	1.0
candramOli	mw	candramOli#3	N. of a man, Siṃhās. ix, 4/5	3	1		0												estimated	1.0
candrareKA	mw	candrareKA#3	N. of a Surāṅganā , Siṃhās.	3	1		0												estimated	1.0
caturdanta	mw	caturdanta#2	N. of an elephant, Pañcat. iii, 1, 0/1 ; Kathās. lxii, 30.	3	1		0												estimated	1.0
dAlI	mw	dAlI#1	dAlI f. a kind of plant = deva-dAlI , L.	3	1		0												estimated	1.0
dAnavAri	mw	dAnavAri#2	N. of Indra , R. ii , iii, 9	3	1		0												estimated	1.0
dIdi	mw	dIdi#1	dIdi mfn. shining, bright	3	1		0												estimated	1.0
dIpra	mw	dIpra#2	dIpra m. fire, L.	3	1		0												estimated	1.0
daRqaDAraRa	mw	daRqaDAraRa#2	applying the rod, punishment, MBh. i , iii ; R. iv.	3	1		0												estimated	1.0
devapuzpa	mw	devapuzpa#1	deva—puzpa n. ‘divine flower’, cloves, L.	3	1		0												estimated	1.0
doraka	mw	doraka#1	doraka n. rope, strap of leather, KātyŚr. , Sch.	3	1		0												estimated	1.0
duHSIma	mw	duHSIma#2	duH—SI/ma m. N. of a man, RV. x, 93, 14.	3	1		0												estimated	1.0
durbuDa	mw	durbuDa#1	dur—buDa mfn. weak-minded, silly, MBh. xi, 166.	3	1		0												estimated	1.0
dvEpa	mw	dvEpa#3	( fr. dvIpin ) belonging to a tiger or panther, Suśr.	3	1		0												estimated	1.0
dvayAvin	mw	dvayAvin#1	dvayAvi/n mfn. false, dishonest, RV. ; AV.	3	1		0												estimated	1.0
ekacArin	mw	ekacArin#1	eka—cArin mfn. living alone, solitary, MBh.	3	1		0												estimated	1.0
eqa	mw	eqa#2	eqa mfn. deaf, L.	3	1		0												estimated	1.0
ftusaMDi	mw	ftusaMDi#1	ftu—saMDi m. junction of two seasons, transition from one season to the next one, PārGṛ. ; GopBr. &c	3	1		0												estimated	1.0
gADin	mw	gADin#1	gADin m. (= gATi/n ) N. of Viśvā-mitra 's father (king of Kānyakubja ), MBh. i , iii ; R. i, 20, 5.	3	1		0												estimated	1.0
ganDarAja	mw	ganDarAja#2	a kind of bdellium, L.	3	1		0												estimated	1.0
ganDarasa	mw	ganDarasa#3	ganDa—rasa m. myrrh, L.	3	1		0												estimated	1.0
gilAyu	mw	gilAyu#1	gilAyu m. hard tumour in the throat, Suśr.	3	1		0												estimated	1.0
girisAra	mw	girisAra#1	giri—sAra m. iron, L.	3	1		0												estimated	1.0
giritra	mw	giritra#1	giri—tra/ mfn. protecting mountains ( Rudra - Śiva ), VS. xvi, 3 ; BhP. ii , iv , viii.	3	1		0												estimated	1.0
gojala	mw	gojala#1	go—jala n. cow's urine, L.	3	1		0												estimated	1.0
golikA	mw	golikA#1	golikA f. a small ball or globule, SāmavBr. iii, 4, 3	3	1		0												estimated	1.0
gomanta	mw	gomanta#3	a herd of cattle, W.	3	1		0												estimated	1.0
grAmika	mw	grAmika#3	grAmika m. a villager, W.	3	1		0												estimated	1.0
grahila	mw	grahila#2	(= graTika ) possessed by a demon, HPariś. ii, 539 ; Śuk.	3	1		0												estimated	1.0
gucCaPalA	mw	gucCaPalA#5	a kind of leguminous plant ( nizpAvI ), L.	3	1		0												estimated	1.0
guqaka	mw	guqaka#1	guqaka m. a ball ( cf. nABi-g˚ ), MBh. iii, 643 ( ifc. f( A ). )	3	1		0												estimated	1.0
hEmanta	mw	hEmanta#1	hEmanta/ mf( I/ )n. ( fr. , hemanta ) wintry, relating or suitable to or growing in winter, VS. ; Su	3	1		0												estimated	1.0
hEqimbi	mw	hEqimbi#1	hEqimbi m. ‘son of Hiḍimbā ’, metron. of Ghaṭotkaca , MBh.	3	1		0												estimated	1.0
harin	mw	harin#1	1. harin m. ( mc. for hari , only in gen. pl. hariRAm ) a monkey, R. (B.) iv, 44, 16 .	3	1		0												estimated	1.0
haritAlaka	mw	haritAlaka#2	haritAlaka n. yellow orpiment, L.	3	1		0												estimated	0.75
harivAluka	mw	harivAluka#1	hari—vAluka n. the fragrant bark of Feronia Elephantum , Bhpr.	3	1		0												estimated	1.0
hasantI	mw	hasantI#1	hasantI ( antI ), f. a portable fire-vessel, small furnace, chafing-dish, L.	3	1		0												estimated	1.0
hasantikA	mw	hasantikA#1	hasantikA f. a portable fire-vessel, small fireplace, Vcar. ; Rājat.	3	1		0												estimated	1.0
hastimuKa	mw	hastimuKa#2	of a Rākṣasa , R.	3	1		0												estimated	1.0
hata	mw	hata#1	hata &c. See col. 2.	3	1		0												estimated	1.0
hemA	mw	hemA#4	N. of an Apsaras , Hariv. ; R.	3	1		0												estimated	1.0
hiNgulaka	mw	hiNgulaka#1	hiNgulaka n. ( prob. ) vermilion, cinnabar, MBh. ; VarBṛS.	3	1		0												estimated	1.0
hiNguniryAsa	mw	hiNguniryAsa#2	the Nimba tree, L.	3	1		0												estimated	1.0
himavat	mw	himavat#1	hima/—vat ( hima/- ), mfn. having frost or snow, snowy, frosty, icy, snow-clad, AV. ; R.	3	1		0												estimated	1.0
iraMmada	mw	iraMmada#1	iraM-mada/ m. ( Pāṇ. iii, 2, 37 ) delighting in drink	3	1		0												estimated	1.0
jAtIrasa	mw	jAtIrasa#1	jAtI—rasa m. gum-myrrh, L.	3	1		0												estimated	1.0
jAtuka	mw	jAtuka#1	jAtuka m. the plant from which Asa foetida ( jat˚ ) is obtained, Car. i, 27, 92 ( vv.ll. yAt and DAt	3	1		0												estimated	1.0
jEvAtfka	mw	jEvAtfka#3	jEvAtfka m. the moon, Bhām. ii, 76	3	1		0												estimated	1.0
jImUtaketu	mw	jImUtaketu#2	N. of a Vidyā-dhara prince, Kathās. xxii, 17	3	1		0												estimated	1.0
jagaccakzus	mw	jagaccakzus#1	jagac—cakzus n. ‘eye of the universe (= ˚gad-eka-c˚ )’, the sun, Kathās. lix, 51 , KāśīKh. vli, 44 ;	3	1		0												estimated	1.0
jalAza	mw	jalAza#1	ja/lAza mfn. appeasing, healing, RV. ii, 33, 7 and vii, 35, 6	3	1		0												estimated	1.0
jalaDenu	mw	jalaDenu#1	jala—Denu f. a cow in the shape of water, MBh. xiii, 71, 41 ; MatsyaP. liii, 13.	3	1		0												estimated	1.0
jalaSukti	mw	jalaSukti#1	jala—Sukti f. a bivalve shell, L.	3	1		0												estimated	1.0
jaraRA	mw	jaraRA#1	jaraRA/ ( A/ ), f. old age, RV. vii, 30, 4 ; x, 37 and 39	3	1		0												estimated	1.0
jfmBita	mw	jfmBita#4	( fr. Caus. ) caused to yawn, Hariv. 10633	3	1		0												estimated	1.0
jitvan	mw	jitvan#1	ji/tvan mfn. victorious ( cf. sa-ji/tvan ), Uṇ. iv, 113/114	3	1		0												estimated	1.0
kAMsyatAla	mw	kAMsyatAla#1	kAMsya—tAla m. a cymbal, Rājat. ; Bālar.	3	1		0												estimated	1.0
kAlAnala	mw	kAlAnala#2	N. of a son of Sabhā-nara (also called kAlAnara , VP. ), Hariv. 1669 ; VP.	3	1		0												estimated	1.0
kAlalavaRa	mw	kAlalavaRa#1	kAla—lavaRa n. a kind of black factitious and purgative salt (commonly called viq-lavaRa ), L.	3	1		0												estimated	1.0
kAmapatnI	mw	kAmapatnI#1	kAma—patnI f. the wife of Kāma ( viz. Rati ), Hariv.	3	1		0												estimated	1.0
kAmarUpiRI	mw	kAmarUpiRI#1	kAma—rUpiRI f. the plant Physalis Flexuosa , L.	3	1		0												estimated	1.0
kAraBa	mw	kAraBa#1	kAraBa mfn. ( fr. kar˚ ), produced by or coming fr. a camel, Car. ; Suśr.	3	1		0												estimated	1.0
kArkowaka	mw	kArkowaka#2	kArkowaka n. N. of a town, ib.	3	1		0												estimated	1.0
kArpAsaka	mw	kArpAsaka#1	kArpAsaka mfn. made of cotton, W.	3	1		0												estimated	1.0
kAsikA	mw	kAsikA#1	kA/sikA f. cough, AV. v, 22, 12 ; xi, 2, 22.	3	1		0												estimated	1.0
kAzWaka	mw	kAzWaka#2	kAzWaka n. aloe wood or Agallochum , L.	3	1		0												estimated	1.0
kORya	mw	kORya#1	kORya n. ( fr. kuRi ), paralysis of the hands, Suśr.	3	1		0												estimated	1.0
kOsuma	mw	kOsuma#3	kOsuma n. (= kusumA Yjana ) the ashes of brass (used as a collyrium), L.	3	1		0												estimated	1.0
kaPoRi	mw	kaPoRi#1	kaPoRi m. f. the elbow, L.	3	1		0												estimated	1.0
kaRWIrava	mw	kaRWIrava#1	kaRWI-rava m. ‘roaring from the throat’, a lion, Pañcat.	3	1		0												estimated	1.0
kaRqanI	mw	kaRqanI#1	kaRqanI f. a wooden bowl or mortar (in which the cleaning or threshing of grain is performed), Mn. i	3	1		0												estimated	1.0
kakzaDara	mw	kakzaDara#1	kakza—Dara m. the part of the body where the upper arm is connected with the shoulder, the shoulder-	3	1		0												estimated	1.0
kalakaRWa	mw	kalakaRWa#2	‘having a pleasant voice’, the Indian cuckoo, L.	3	1		0												estimated	1.0
kalyARasaptamI	mw	kalyARasaptamI#1	kalyARa—saptamI f. an auspicious seventh day	3	1		0												estimated	1.0
kamalApati	mw	kamalApati#1	kamalA-pati m. N. of a man.	3	1		0												estimated	1.0
kapizWala	mw	kapizWala#1	kapi—zWala m. N. of a Ṛṣi , Pāṇ. ; VarBṛS. &c.	3	1		0												estimated	1.0
karRavat	mw	karRavat#4	having a helm.	3	1		0												estimated	0.6667
karakisalaya	mw	karakisalaya#1	kara—kisalaya m. n. ‘hand-bud’, the hand closed in the form of a bud, L.	3	1		0												estimated	0.5
karkin	mw	karkin#1	karkin m. id. , VarBṛS.	3	1		0												estimated	1.0
karuRI	mw	karuRI#1	karu/RI ( I ), f. a particular plant, L.	3	1		0												estimated	1.0
kavikA	mw	kavikA#1	kavikA f. the bit of a bridle, Mudr.	3	1		0												estimated	1.0
kawIkataruRa	mw	kawIkataruRa#1	kawIka—taruRa n. du. a particular part of the hip-bone, Suśr.	3	1		0												estimated	1.0
kawuPala	mw	kawuPala#2	kawu—Pala n. a species of plant.	3	1		0												estimated	1.0
kfSIBU	mw	kfSIBU#1	kfSI—√ BU to become lean or emaciated, Hcat. ;	3	1		0												estimated	1.0
kfmika	mw	kfmika#1	kfmika m. a small worm, MBh. i, 1800 ; BhP. iii, 31, 27	3	1		0												estimated	1.0
kftAvin	mw	kftAvin#1	kftAvin mfn. skilled, Divyāv.	3	1		0												estimated	1.0
kftatrARA	mw	kftatrARA#1	kfta—trARA f. the tree Ficus heterophylla , L.	3	1		0												estimated	1.0
kfzRamfd	mw	kfzRamfd#1	kfzRa—mfd f. black soil or earth, L.	3	1		0												estimated	1.0
kilAwa	mw	kilAwa#1	kilAwa m. inspissated milk, Hariv. ( v.l. kilAda ), Suśr. ; Bhpr.	3	1		0												estimated	1.0
kolavallI	mw	kolavallI#1	kola—vallI f. the plant Pothos officinalis (with a pungent fruit resembling pepper), L.	3	1		0												estimated	1.0
kruYc	mw	kruYc#4	2. kru/Yc m. ( Pāṇ. iii, 2, 59 ) a kind of snipe, curlew, VS. xix, 73 ; TāṇḍyaBr. xiii ; Bhaṭṭ.	3	1		0												estimated	1.0
kuRqagola	mw	kuRqagola#1	kuRqa—gola m. sour rice, gruel sour rice-gruel , W.	3	1		0												estimated	1.0
kuSAvatI	mw	kuSAvatI#1	kuSA-vatI f. N. of a town (residence of Kuśa son of Rāma ), R. ; Mṛcch. ; Ragh. ; Divyāv.	3	1		0												estimated	1.0
kucela	mw	kucela#2	rag, Car.	3	1		0												estimated	1.0
kunaKa	mw	kunaKa#2	ku—naKa n. a disease of the nails, Suśr.	3	1		0												estimated	1.0
kusumAkara	mw	kusumAkara#3	spring, Bhag. x, 35.	3	1		0												estimated	1.0
kuwa	mw	kuwa#2	a water-pot, pitcher, L.	3	1		0												estimated	0.8333
kuwikA	mw	kuwikA#2	N. of a river, R. ii, 71, 15 ( v.l. kuwilA )	3	1		0												estimated	1.0
kuzmARqI	mw	kuzmARqI#1	kuzmARqI f. the gourd Beninkasa Cerifera , L.	3	1		0												estimated	1.0
kvaRa	mw	kvaRa#1	kvaRa m. the sound or tone of any musical instrument, L.	3	1		0												estimated	0.5
kvaTita	mw	kvaTita#4	kvaTita n. a spirituous liquor, (prepared with honey), Npr.	3	1		0												estimated	1.0
kzAraSrezWa	mw	kzAraSrezWa#2	the tree Butea frondosa , L.	3	1		0												estimated	1.0
kzIrI	mw	kzIrI#2	N. of several plants containing a milky sap ( Asclepia rosea , Mimosa Kauki , gigantic swallow-wort,	3	1		0												estimated	1.0
kzudracandana	mw	kzudracandana#1	kzudra—candana n. red sandal-wood, L.	3	1		0												estimated	1.0
kzudraroga	mw	kzudraroga#1	kzudra—roga m. pl. a class of minor diseases (of which forty-four are enumerated, especially exanthe	3	1		0												estimated	1.0
lopin	mw	lopin#2	liable or subject to elision, Pat. , ( cf. maDyama-pada-t˚ ).	3	1		0												estimated	1.0
lupta	mw	lupta#5	(in rhet. ) elliptical (as opp. to pUrRa , ‘complete’), Vām. ; Kpr.	3	1		0												estimated	1.0
mADuka	mw	mADuka#1	mADuka/ mfn. coming from or belonging to the Madhuka tree, TS.	3	1		0												estimated	1.0
mADukarI	mw	mADukarI#1	mADu—karI f. collecting alms after the manner of a bee ( i.e. by going from door to door), L.	3	1		0												estimated	1.0
mAMsasaMGAta	mw	mAMsasaMGAta#1	mAMsa—saMGAta m. swelling of the flesh.	3	1		0												estimated	1.0
mAheya	mw	mAheya#2	mAheya m. metron. of the planet Mars, VarBṛS.	3	1		0												estimated	0.6667
mAsaka	mw	mAsaka#1	mAsaka m. a month, Sūryas. ; Śatr.	3	1		0												estimated	1.0
mEtrAyaRI	mw	mEtrAyaRI#3	N. of the mother of Pūrṇa , Buddh.	3	1		0												estimated	1.0
mUza	mw	mUza#2	a crucible, MārkP. ; Kull. ; L.	3	1		0												estimated	0.6667
maDuvrata	mw	maDuvrata#2	ma/Du—vrata m. a large black bee, Kāv. ; BhP. &c.	3	1		0												estimated	1.0
mahADfti	mw	mahADfti#1	mahA—Dfti m. N. of a king, Pur.	3	1		0												estimated	1.0
mahANga	mw	mahANga#2	mahA —˚Nga m. (only L. ) a camel	3	1		0												estimated	0.5
mahAgaja	mw	mahAgaja#1	mahA—gaja m. a gr˚ elephant, BhP.	3	1		0												estimated	0.6667
mahIruh	mw	mahIruh#1	mahI—ruh m. ( nom. -ruw ) ‘earth-grower’, a plant, tree, Kir.	3	1		0												estimated	1.0
makura	mw	makura#1	makura m. a looking-glass, mirror, L.	3	1		0												estimated	1.0
manAyu	mw	manAyu#1	manAyu/ mfn. ( fr. manA ) zealous, devoted, RV.	3	1		0												estimated	1.0
mandArasaptamI	mw	mandArasaptamI#1	mandAra—zazWI and mandAra—saptamI , f. N. of the 6th and 7th days in the light half of the month Māg	3	1		0												estimated	1.0
mandurA	mw	mandurA#1	mandurA f. a stable for horses, Kāv. ; Rājat.	3	1		0												estimated	1.0
mara	mw	mara#2	the world of death i.e. the earth, AitUp.	3	1		0												estimated	0.5
masAra	mw	masAra#1	masAra m. a sapphire or an emerald, MBh. ; Hariv. (also ˚raka , L. )	3	1		0												estimated	1.0
mfgaDUrtaka	mw	mfgaDUrtaka#1	mfga—DUrta or mfga—DUr˚taka , m. ‘animal-deceiver’, a jackal, L.	3	1		0												estimated	1.0
mftsA	mw	mftsA#3	a kind of fragrant earth, L.	3	1		0												estimated	1.0
mitajYu	mw	mitajYu#1	mita/—jYu ( mita/- ), mfn. having strong or firm knees, RV.	3	1		0												estimated	1.0
muKAnila	mw	muKAnila#1	muKA nila m. ‘ m˚ -wind’, breath, ĀpŚr. Comm.	3	1		0												estimated	1.0
mudira	mw	mudira#1	mudira m. a cloud, Gīt. ; Bhām.	3	1		0												estimated	1.0
naktaka	mw	naktaka#1	naktaka m. dirty or ragged cloth, rag, wiper &c., L. ( v.r. for laktaka ).	3	1		0												estimated	1.0
nakzatrarAja	mw	nakzatrarAja#2	the moon, MBh. ; R.	3	1		0												estimated	1.0
namana	mw	namana#3	bending (a bow), Sāh.	3	1		0												estimated	1.0
nami	mw	nami#1	nami m. N. of a Jain. author (1069), Cat.	3	1		0												estimated	1.0
nandikara	mw	nandikara#2	nandi—kara m. son of ( comp. ), MBh. ( cf. nandana )	3	1		0												estimated	1.0
naranATa	mw	naranATa#1	nara—nATa m. ‘ m˚ -protector’, a king, R. ; Pur. &c.	3	1		0												estimated	1.0
navAyasa	mw	navAyasa#1	navA yasa n. a medic. preparation containing 9 parts of iron, Rasar.	3	1		0												estimated	1.0
navaratna	mw	navaratna#1	nava—ratna n. 9 precious gems ( viz. pearl, ruby, topaz, diamond, emerald, lapis lazuli, coral, sapp	3	1		0												estimated	1.0
nfmeDa	mw	nfmeDa#1	nf—meDa m. man-sacrifice ( cf. -yajYa )	3	1		0												estimated	1.0
niSAwana	mw	niSAwana#1	niSA ˚wana m. ( ˚SA w˚ ) an owl, L.	3	1		0												estimated	1.0
nikAza	mw	nikAza#1	ni-˚kAza m. scratching, rubbing, grinding, pounding, Mcar. ; Kir.	3	1		0												estimated	1.0
nindana	mw	nindana#1	nin˚dana n. reproach, censure, blame, Pāṇ.	3	1		0												estimated	1.0
nipIqana	mw	nipIqana#1	ni-˚pIqana n. squeezing, pressing, hurting, giving pain, L.	3	1		0												estimated	1.0
nipuRatas	mw	nipuRatas#1	nipuRa—tas ind. wholly, completely, MBh.	3	1		0												estimated	1.0
nirADA	mw	nirADA#1	nir-A-√ DA -daDAti , to take out of, take away, AV. ; Br.	3	1		0												estimated	1.0
niranvaya	mw	niranvaya#1	nir—anvaya mfn. having no offspring, childless, Rājat.	3	1		0												estimated	1.0
nirduh	mw	nirduh#1	nir-√ duh P. -duhati ( aor. -aDukzat , 3. pl. -Dukzan Ā. -aDukzata , RV. ), to milk out, extract, RV	3	1		0												estimated	1.0
nirmalIkaraRa	mw	nirmalIkaraRa#1	nir—ma˚lI-karaRa n. cleansing, purification, Pat.	3	1		0												estimated	1.0
nistandra	mw	nistandra#1	nis—tantra , w.r. for nis—tandra , mfn. not lazy, fresh, healthy	3	1		0												estimated	1.0
nistodana	mw	nistodana#1	nis-˚todana n. piercing, pricking, stinging, Suśr.	3	1		0												estimated	1.0
nisvara	mw	nisvara#1	ni-svara/ mfn. soundless, noiseless	3	1		0												estimated	1.0
nizWAna	mw	nizWAna#1	ni-˚zWAna n. sauce, condiment, L.	3	1		0												estimated	1.0
nizpaNka	mw	nizpaNka#1	niz—paNka mf( A )n. free from mud, clear, pure, MBh. ; R.	3	1		0												estimated	1.0
