lemma_slp1	layer	sense_id	sense_gloss	count_all	sense_rank	lemma_share	n_texts	dispersion_dp	largest_text_share	count_adj	sense_rank_adj	count_bal_uniform	sense_rank_bal	count_nonsastra	sense_rank_nonsastra	top_genre	top_genre_share	periods	provenance	confidence
prAhrAdi	mw	prAhrAdi#1	prA/—hrAdi ( prA/- ), m. patr. fr. pra-hrAda ( N. of Virocana and Bali ), AV. ; MBh. &c.	4	1		0												estimated	1.0
prAvfzya	mw	prAvfzya#4	prAvf˚zya n. a cat's eye (gem), L.	4	1		0												estimated	1.0
praBAvavat	mw	praBAvavat#1	pra-˚BAva—vat mfn. powerful, strong, mighty, MBh. ; Kathās.	4	1		0												estimated	1.0
praRij	mw	praRij#1	pra-Rij (√ nij ; aor. prA REkzit ), to wash away, cleanse, AV. ; TS. ; ŚBr.	4	1		0												estimated	1.0
praSoza	mw	praSoza#1	pra-˚Soza m. dryness, aridity, Suśr.	4	1		0												estimated	1.0
prabanDana	mw	prabanDana#2	connection, bond, tie, Suśr.	4	1		0												estimated	1.0
prapuzpita	mw	prapuzpita#1	pra-puzpita mfn. flowering, in blossom, blooming, MBh. ; R.	4	1		0												estimated	1.0
prasevaka	mw	prasevaka#1	pra-sevaka m. a sack, bag, Suśr. ; Nalac.	4	1		0												estimated	1.0
praskandana	mw	praskandana#5	a purgative, Car.	4	1		0												estimated	1.0
pratarka	mw	pratarka#1	pra-˚tarka m. conclusion, supposition, conjecture, MBh. ; Śak.	4	1		0												estimated	1.0
pratisaMskAra	mw	pratisaMskAra#1	prati-˚saMskAra m. restoration ( ˚raM-√ kf , to restore), Kāraṇḍ.	4	1		0												estimated	1.0
pratvakzas	mw	pratvakzas#1	pra/-˚tvakzas ( pra/- ) mfn. energetic, vigorous, strong ( Marut and Indra ), ib.	4	1		0												estimated	1.0
prottuNga	mw	prottuNga#1	pro ttuNga ( pra-utt˚ ) mfn. very high or lofty, elevated, prominent, Kāv. ; Kathās. ; MārkP.	4	1		0												estimated	1.0
puraMDrI	mw	puraMDrI#1	puraMDri or puraM˚DrI , f. (perhaps at first identical with prec. and later connected with √ Df ) a 	4	1		0												estimated	1.0
puzkarAvartaka	mw	puzkarAvartaka#1	puzkarA vartaka m. N. of a partic. class of clouds, Kālid. ( cf. puzkalA v˚ ).	4	1		0												estimated	1.0
puzkarikA	mw	puzkarikA#1	puzkarikA f. a kind of disease (formation of abscesses on the penis), Suśr.	4	1		0												estimated	1.0
puzpavatI	mw	puzpavatI#1	pu/zpa—vatI ( I ), f. (a woman) having the menses, L.	4	1		0												estimated	1.0
rAjabadara	mw	rAjabadara#1	rAja—badara m. a species of Jujube tree, L.	4	1		0												estimated	1.0
rAjasarzapa	mw	rAjasarzapa#1	rAja—sarzapa m. (or f( A ). , L. ) black mustard, Sinapis Ramosa (the seed used as a weight = 3 Likṣ	4	1		0												estimated	1.0
rAmacandra	mw	rAmacandra#1	rAma—candra m. ‘ R˚ -moon’, N. of the principal Rāma called Dāśarathi , as son of Daśa-ratha , and R	4	1		0												estimated	1.0
rOdrakarman	mw	rOdrakarman#3	rOdra—karman m. (also ˚min ) N. of a son of Dhṛtarāṣṭra , ib.	4	1		0												estimated	1.0
ravipriya	mw	ravipriya#5	copper, L.	4	1		0												estimated	1.0
recita	mw	recita#4	recita m. ( scil. hasta ) N. of a partic. position of the hands in dancing, Cat.	4	1		0												estimated	1.0
riktaka	mw	riktaka#1	riktaka mfn. empty, void, L.	4	1		0												estimated	1.0
rocanAvat	mw	rocanAvat#1	rocanA/—vat ( rocanA/- , Padap. ˚na/- ) mfn. shining, bright, AV.	4	1		0												estimated	1.0
rohitASva	mw	rohitASva#1	rohitA Sva m. ‘having red horses’, Agni , the god of fire, L.	4	1		0												estimated	1.0
romaSA	mw	romaSA#2	another plant (= dagDA ), L.	4	1		0												estimated	1.0
rudraSarman	mw	rudraSarman#1	rudra—Sarman m. N. of a Brāhman , Kathās.	4	1		0												estimated	1.0
rudravartani	mw	rudravartani#1	rudra/—vartani ( rudra/- ), m. du. ‘moving in terrific paths’, N. of the Aśvin s, RV. (others ‘movin	4	1		0												estimated	1.0
sAmAsika	mw	sAmAsika#1	sAmAsika mf( I )n. ( fr. sam-Asa ) comprehensive, concise, succinct, brief, Mn. ; BhP.	4	1		0												estimated	1.0
sAtmatA	mw	sAtmatA#2	absorption into the essence (of Brahmā ), MW.	4	1		0												estimated	1.0
sOrAzwrika	mw	sOrAzwrika#3	sOrAzwrika n. a kind of poison ( cf. prec. ), L.	4	1		0												estimated	1.0
saKitva	mw	saKitva#1	saKi—tva/ n. ( RV. &c. &c.) friendship, companionship, intimacy with ( instr. with and without saha 	4	1		0												estimated	1.0
saMtamasa	mw	saMtamasa#3	saM-˚tamasa mfn. darkened, clouded, W.	4	1		0												estimated	1.0
saMtozin	mw	saMtozin#1	saM-˚tozin mfn. satisfied, contented, pleased with ( comp. ), Yājñ. ; Śāntiś. ; ŚārṅgP.	4	1		0												estimated	1.0
sacCAya	mw	sacCAya#3	( ifc. ) having the same colour as, Śiś.	4	1		0												estimated	1.0
samAlip	mw	samAlip#2	Caus. -lepayati , to anoint or smear over, anoint well, Sāh.	4	1		0												estimated	1.0
samAvas	mw	samAvas#1	sam-A- √ 5. vas P. -vasati , to dwell or settle in, inhabit ( acc. ), R. ; Kām. ; BhP. ;	4	1		0												estimated	1.0
samaBigam	mw	samaBigam#1	sam-aBi-√ gam P. -gacCati , to go towards together, approach, R. ;	4	1		0												estimated	1.0
samaNka	mw	samaNka#2	2. sam-aNka m. (for 1. See above) a hook, crotchet ( fig. = ‘pain, ache’), AV.	4	1		0												estimated	1.0
samantadugDA	mw	samantadugDA#1	sam-anta—dugDA f. a species of Euphorbia , L.	4	1		0												estimated	1.0
samaraRa	mw	samaraRa#2	conflict, strife, battle, war, RV.	4	1		0												estimated	1.0
sampAdin	mw	sampAdin#1	sam-˚pAdin mfn. coinciding with, fit or suitable for ( instr. or comp. ), Nir.	4	1		0												estimated	1.0
sampraRI	mw	sampraRI#3	(with daRqam ) to apply the rod, inflict punishment on ( loc. ), Mn. vii, 16.	4	1		0												estimated	1.0
samubj	mw	samubj#1	sam-√ ubj P. -ubjati , to cover over, close up, press together, ŚBr.	4	1		0												estimated	1.0
samupAyA	mw	samupAyA#1	sam-upA -√ yA P. -yAti , to go up to together, go or resort to ( acc. ), approach, meet, MBh. ; Kath	4	1		0												estimated	1.0
saptadina	mw	saptadina#1	sapta—dina or sapta—divasa , ( ibc. ) 7 days, a week, VarBṛS.	4	1		0												estimated	1.0
sarvABiBU	mw	sarvABiBU#1	sarvA BiBU m. N. of a Buddha , Buddh.	4	1		0												estimated	1.0
sarvaMsaha	mw	sarvaMsaha#1	sarva—M-saha mfn. all-bearing, all-enduring, bearing everything patiently, MBh. ; Pañcat. ; Hit. &c.	4	1		0												estimated	1.0
sfka	mw	sfka#1	sfka/ m. (usually derived fr. √ sf , or sfj ; but rather from an obsolete √ sfk , ‘to be pointed’) a	4	1		0												estimated	1.0
skandana	mw	skandana#4	clotting or coagulation of blood, Suśr.	4	1		0												estimated	1.0
sravat	mw	sravat#2	srava/t f. a river, RV. ; AV.	4	1		0												estimated	1.0
supattrA	mw	supattrA#1	su—pattrA ( A ), f. Asparagus Racemosus , L.	4	1		0												estimated	1.0
surAzwrajA	mw	surAzwrajA#1	su—rAzwra—jA f. a sort of fragrant earth, L.	4	1		0												estimated	1.0
suraNga	mw	suraNga#4	su—raNga ( am ), n. red sanders, W.	4	1		0												estimated	1.0
suraRa	mw	suraRa#1	su—ra/Ra mf( A )n. joyous, gay, RV.	4	1		0												estimated	1.0
suvarRA	mw	suvarRA#3	another plant (= svarRakzIrI ), L.	4	1		0												estimated	1.0
suzAman	mw	suzAman#2	su—zA/man m. (also written su-s˚ ), N. of a man, ib. ; MBh. ( cf. Pāṇ. vi, 4, 170 , Sch. )	4	1		0												estimated	1.0
svArTika	mw	svArTika#2	preserving an original meaning unchanged, pleonastic, Pāṇ. , Sch. ; Sāy.	4	1		0												estimated	1.0
svarRaka	mw	svarRaka#2	gold, Yājñ.	4	1		0												estimated	1.0
syandra	mw	syandra#1	syandra/ mfn. running, rushing, swift, fleet, RV.	4	1		0												estimated	1.0
tAyu	mw	tAyu#1	tAyu/ m. = st˚ , a thief, RV. i , iv - vii.	4	1		0												estimated	1.0
tEryagyona	mw	tEryagyona#1	tEryagyona mfn. = tir˚ , of animal origin, ( m. ) animal, Mn. vii, 150 ; Suśr. vi, 39	4	1		0												estimated	1.0
tURava	mw	tURava#1	tU/Rava m. a flute, TS. vi ; Kāṭh. ; ĀpŚr. v, 8, 2 ; Nir. xiii, 9	4	1		0												estimated	1.0
tantuvAya	mw	tantuvAya#1	tantu—vAya m. ( Kāś. on Pāṇ. iii, 2, 2 and vi, 2, 76 ) a weaver, Mn. viii, 397 ; VarBṛS. ; VarBṛ. ( 	4	1		0												estimated	0.6667
tanuja	mw	tanuja#2	a son, Pañcat. ; BhP. v, 9, 6	4	1		0												estimated	1.0
tasara	mw	tasara#1	ta/sara ( m. , L. ) n. (√ taMs ?) a shuttle, RV. x, 130, 2 ; VS. xix, 83 (‘the cloth in the loom’, T	4	1		0												estimated	1.0
toyaDara	mw	toyaDara#2	toya—Dara m. a rain-cloud, L.	4	1		0												estimated	1.0
triloha	mw	triloha#1	tri—loha n. the 3 metals (copper, brass, and bell-metal), Hcat. i, 11	4	1		0												estimated	0.5
tripuwaka	mw	tripuwaka#1	tri—puwaka mfn. triangular (a wound), Suśr. i, 22	4	1		0												estimated	1.0
trirUpa	mw	trirUpa#2	three-coloured, ŚBr. iv , xiii ; KātyŚr.	4	1		0												estimated	1.0
tugra	mw	tugra#1	tu/gra m. N. of Bhujyu 's father (saved by the Aśvin s), RV. i ; vi, 62	4	1		0												estimated	1.0
turvIti	mw	turvIti#1	turvI/ti m. N. of a man, RV. i ; ii, 13, 12 ; iv, 19, 6.	4	1		0												estimated	1.0
uDan	mw	uDan#1	uDa/n n. = UDan , an udder, MaitrS. i, 3, 26	4	1		0												estimated	1.0
ucCozaRa	mw	ucCozaRa#2	uc-CozaRa n. drying up, R.	4	1		0												estimated	1.0
udakeSaya	mw	udakeSaya#1	udake-Saya mfn. lying in or inhabiting water, R.	4	1		0												estimated	1.0
udgamana	mw	udgamana#1	ud-gamana n. the act of rising (of a star &c.), ascending, Pāṇ. i, 3, 40	4	1		0												estimated	1.0
udojas	mw	udojas#1	u/d-ojas mfn. exceedingly powerful or effective, RV. v, 54, 3 ; x, 97, 7.	4	1		0												estimated	1.0
ugraganDa	mw	ugraganDa#3	garlic	4	1		0												estimated	1.0
upAj	mw	upAj#1	upA j ( upa-√ aj ) P. ( Impv. upA/ jatu , RV. x, 19, 2 ) Ā. (1. sg. u/pA je , AV. v, 11, 2 ; impf. u	4	1		0												estimated	1.0
upanivft	mw	upanivft#1	upa-ni-√ vft Ā. -vartate , to come again, be repeated, AitBr. ; ŚāṅkhBr. ; RPrāt. :	4	1		0												estimated	1.0
uparati	mw	uparati#1	upa-rati f. cessation, stopping, MārkP. ; Suśr.	4	1		0												estimated	1.0
uparatna	mw	uparatna#1	upa-ratna n. a secondary or inferior gem, Bhpr.	4	1		0												estimated	1.0
upasTAtf	mw	upasTAtf#1	upa-sTAtf mfn. one who is near at hand, an attendant, servant, waiter, nurse, Car.	4	1		0												estimated	1.0
upeti	mw	upeti#1	u/pe ti f. approach, approximation, RV.	4	1		0												estimated	1.0
utkartana	mw	utkartana#2	ut-kartana n. cutting up, cutting to pieces, cutting off, Suśr.	4	1		0												estimated	1.0
uttApa	mw	uttApa#1	ut-tApa m. great heat, glow	4	1		0												estimated	1.0
uzRavAta	mw	uzRavAta#1	uzRa—vAta m. a particular disease of the bladder, ŚārṅgS.	4	1		0												estimated	1.0
vAlikA	mw	vAlikA#2	sand, L.	4	1		0												estimated	1.0
vAna	mw	vAna#10	3. vAna n. ( fr. √ ve ) the act of weaving or sewing, Nyāyam. ; Sāy. (reckoned among the 64 Kalā s)	4	1		0												estimated	0.5
vAtAzWIlA	mw	vAtAzWIlA#1	vAtA zWIlA f. ‘ w˚ -globe’, a hard globular swelling in the lower belly, Car.	4	1		0												estimated	1.0
vEyAkaraRa	mw	vEyAkaraRa#1	vEyAkaraRa mfn. ( fr. vy-AkaraRa ) relating to grammar, grammatical, W.	4	1		0												estimated	1.0
vIj	mw	vIj#1	vIj ( cf. √ 1. vij ) cl. 1. P. Ā. vIjati , ˚te ( pf. vivyajuH ), to fan, cool by blowing upon or fan	4	1		0												estimated	1.0
vIravfkza	mw	vIravfkza#1	vIra—vfkza m. the marking-nut plant, Semecarpus Anacardium , Bhpr.	4	1		0												estimated	1.0
vasutvana	mw	vasutvana#1	vasu—tva/ or vasu—tvana/ , n. wealth, riches, RV.	4	1		0												estimated	1.0
veSanta	mw	veSanta#1	veSanta/ m. a pond, tank, AV. ; Kāv. ( cf. veSA nta )	4	1		0												estimated	1.0
vedamUrti	mw	vedamUrti#1	veda—mUrti f. ‘embodiment of the V˚ ’ (applied to the sun), MārkP. (sometimes used as an honourable 	4	1		0												estimated	1.0
vedavatI	mw	vedavatI#2	of a beautiful woman (daughter of Kuśa-dhvaja , whose story is told in the Rāmāyaṇa ; she became an 	4	1		0												estimated	1.0
viSAtana	mw	viSAtana#5	hewing in pieces, destroying, MBh.	4	1		0												estimated	1.0
viSizwa	mw	viSizwa#3	pre-eminent, excellent, excelling in or distinguished by ( loc. , instr. adv. in tas , or comp. ), c	4	1		0												estimated	1.0
viSoDin	mw	viSoDin#1	vi-˚SoDin mfn. purifying, cleaning, clearing ( ˚Di-tva n. ), Hit.	4	1		0												estimated	1.0
vidyutA	mw	vidyutA#3	N. of an Apsaras , MBh.	4	1		0												estimated	1.0
vikANkz	mw	vikANkz#2	to tarry, linger, hesitate, TāṇḍBr.	4	1		0												estimated	1.0
vikramin	mw	vikramin#3	vi-˚kramin m. a lion, L.	4	1		0												estimated	1.0
vilepa	mw	vilepa#2	anointing, plastering, W.	4	1		0												estimated	1.0
vinIla	mw	vinIla#1	vi—nIla mfn. dark-blue, blue, L.	4	1		0												estimated	1.0
vipraDAv	mw	vipraDAv#1	vi-pra-√ DAv P. -DAvati , to run in different directions, MBh.	4	1		0												estimated	1.0
visAra	mw	visAra#2	a fish, L.	4	1		0												estimated	1.0
vitanu	mw	vitanu#4	vi/—tanu m. the god of love ( cf. anaNga ), Gīt.	4	1		0												estimated	1.0
vittapa	mw	vittapa#2	vitta—pa m. N. of Kubera , R. ; Hariv.	4	1		0												estimated	1.0
vizatindu	mw	vizatindu#2	a kind of ebony tree with poisonous fruit, Bhpr.	4	1		0												estimated	1.0
vyatiyA	mw	vyatiyA#2	to pass by, flow on (as time), Hariv.	4	1		0												estimated	1.0
waNkaRakzAra	mw	waNkaRakzAra#1	waNkaRa—kzAra m. borax, Suśr. i, 46, 7, 10 ; KātyŚr. ii, 1, Paddh. ; Bhpr.	4	1		0												estimated	1.0
yajYavarAha	mw	yajYavarAha#1	yajYa—varAha m. Viṣṇu in the boar-incarnation, W.	4	1		0												estimated	1.0
yakzarAja	mw	yakzarAja#1	yakza—rAja m. ‘ Y˚ -king’, N. of Kubera , MBh.	4	1		0												estimated	1.0
yavamaDya	mw	yavamaDya#5	a kind of Cāndrāyaṇa , Prāyaśc. ; Kull. on Mn. xi, 217.	4	1		0												estimated	1.0
ABUz	mw	ABUz#1	1. A-√ BUz P. -BU/zati , to spread over, reach, AV. vii, 11, 1 ; xviii, 1, 24 ;	3	1		0												estimated	1.0
Ahulya	mw	Ahulya#1	Ahulya n. the leguminous shrub Tabernaemontana Coronaria , L.	3	1		0												estimated	1.0
AkulatA	mw	AkulatA#1	A-kula—tA f. perplexity, confusion, MBh. iii, 401 ; Sāh. &c.	3	1		0												estimated	1.0
AmAtisAra	mw	AmAtisAra#1	AmA tisAra m. dysentery or diarrhoea produced by vitiated mucus in the abdomen (the excretion being 	3	1		0												estimated	1.0
Ar	mw	Ar#1	1. Ar cl. 4. P. A/ryanti , to praise, RV. viii, 16, 6 and x, 48, 3 (perhaps connected with √ f ).	3	1		0												estimated	1.0
ArAlika	mw	ArAlika#1	ArAlika m. ( fr. arAla , ‘crooked, deceitful’, T. ), a cook, MBh. xv, 19.	3	1		0												estimated	1.0
ArDaDAtuka	mw	ArDaDAtuka#1	ArDaDAtuka mf( A )n. ( fr. arDa-DAtu ), ‘applicable to the shorter form of the verbal base’, a techn	3	1		0												estimated	1.0
AsiD	mw	AsiD#1	A-√ siD Caus. -seDayati , to imprison Comm. on Yājñ.	3	1		0												estimated	1.0
Asuta	mw	Asuta#2	a mixture, Bhpr.	3	1		0												estimated	1.0
Atmajanman	mw	Atmajanman#2	Atma—janman m. (= -ja , m. ) a son, Ragh. i, 33 ; v, 36.	3	1		0												estimated	1.0
BAmin	mw	BAmin#1	1. BAmi/n mfn. (for 2. See p. 752, col. 3 ) shining, radiant, splendid, beautiful, RV. &c. &c.	3	1		0												estimated	0.5
BImabala	mw	BImabala#1	BIma—bala m. ‘possessing terrible strength’, N. of one of the Deva s called Yajña-muṣ , MBh.	3	1		0												estimated	1.0
BUBartf	mw	BUBartf#1	BU—Bartf m. ‘earth-supporter, earth-lord’, a king, prince, Rājat.	3	1		0												estimated	1.0
BUmiDara	mw	BUmiDara#1	BUmi—Dara m. ‘earth-supporter’, a mountain, R. ; Kum.	3	1		0												estimated	0.75
BUmiMjaya	mw	BUmiMjaya#1	BUmi—M-jaya m. ‘earth-conquering’, N. of a son of Virāṭa , MBh.	3	1		0												estimated	1.0
BUtavfkza	mw	BUtavfkza#1	BUta—vfkza m. ‘demon-tree’, Trophis Aspera , L.	3	1		0												estimated	1.0
Ballaka	mw	Ballaka#1	Ballaka m. a bear, Pañcar.	3	1		0												estimated	1.0
Bfgusuta	mw	Bfgusuta#1	Bfgu—suta m. ‘ Bh˚ 's son’, the planet Venus, Var.	3	1		0												estimated	1.0
BojarAja	mw	BojarAja#1	Boja—rAja m. the king of the Bhoja s, MBh.	3	1		0												estimated	1.0
BujA	mw	BujA#3	the arm or hand, Pracaṇḍ. ( cf. comp. )	3	1		0												estimated	1.0
DAnaka	mw	DAnaka#1	1. DAnaka n. coriander, Bhpr.	3	1		0												estimated	1.0
DAnyarAja	mw	DAnyarAja#1	DAnya—rAja m. ‘ g˚ -king’, barley, L.	3	1		0												estimated	1.0
DAtuja	mw	DAtuja#2	DAtu—ja m. or n. bitumen, L.	3	1		0												estimated	1.0
DftarAzwrI	mw	DftarAzwrI#1	Dfta—rAzwrI ( I ), f. N. of a daughter of Tāmrā (mother of geese and other water-birds), MBh. ; R. ;	3	1		0												estimated	1.0
GUka	mw	GUka#1	GUka m. an owl, Pañcad. i, 42 ; Subh.	3	1		0												estimated	1.0
GfRa	mw	GfRa#1	GfRa/ m. heat, ardour, sunshine, RV. i, 133, 6 ; vi, 15, 5 ; x, 37, 10	3	1		0												estimated	1.0
IkzaRika	mw	IkzaRika#1	IkzaRika , as , A , m. f. and IkzaRIka , m. a looker into the future, a fortune-teller, VarBṛS.	3	1		0												estimated	1.0
Ipsitatama	mw	Ipsitatama#1	Ipsita—tama mfn. most desired, immediately aimed at (as the object of an action), Pāṇ. i, 4, 49.	3	1		0												estimated	1.0
Jara	mw	Jara#1	Jara m. a water-fall, L.	3	1		0												estimated	1.0
KIla	mw	KIla#1	KI/la as , m. (= kIla ) a post, AV. x, 8, 4 ; TBr. iii, 7, 6, 19.	3	1		0												estimated	1.0
KaRqikA	mw	KaRqikA#2	a piece, Divyāv. ii	3	1		0												estimated	1.0
KaYj	mw	KaYj#1	1. KaYj cl. 1. P. KaYjati , to limp, walk lame, Suśr. ii, 1, 76 ; Naiṣ. xi, 107 ;	3	1		0												estimated	1.0
KalvAwa	mw	KalvAwa#1	KalvAwa mfn. (= Kalliwa ) bald-headed, bald, Bhartṛ. ; Kathās. lxi, 53 and 184.	3	1		0												estimated	1.0
KawI	mw	KawI#1	KawI f. chalk, L.	3	1		0												estimated	1.0
Oma	mw	Oma#1	1. Oma mf( I )n. ( fr. umA ), made of flax, flaxen, Pāṇ. iv, 3, 158.	3	1		0												estimated	1.0
OpaDenava	mw	OpaDenava#1	OpaDenava m. a descendant of Upadhenu , N. of a physician, Suśr.	3	1		0												estimated	1.0
OttAnapAda	mw	OttAnapAda#1	OttAnapAda m. a descendant of Uttāna-pāda , N. of Dhruva (or the polar star), MBh. ; BhP. &c.	3	1		0												estimated	1.0
Ozwraka	mw	Ozwraka#1	Ozwraka mfn. coming from a camel, Pāṇ. iv, 3, 157	3	1		0												estimated	1.0
Palavarti	mw	Palavarti#1	Pala—varti f. (in med. ) a suppository, ŚārṅgS.	3	1		0												estimated	1.0
Palegrahi	mw	Palegrahi#1	Pale-grahi mfn. bearing f˚ , fruitful, successful (= Pala-g˚ ), Mālatīm. ; Naiṣ. ( cf. Pāṇ. iii, 2, 	3	1		0												estimated	1.0
PalottamA	mw	PalottamA#2	the 3 myrobalans , L.	3	1		0												estimated	1.0
PutkAra	mw	PutkAra#1	Put—kAra m. puffing, blowing, hissing, the hiss of a serpent (also PUt-k˚ ), Kathās. ; Kuval.	3	1		0												estimated	1.0
Ra	mw	Ra#9	the sound of negation, L.	3	1		0												estimated	1.0
SASvatika	mw	SASvatika#1	SASvatika mfn. = SASvawa , eternal, constant, permanent, Nir. ; Āpast. ; Kād.	3	1		0												estimated	1.0
SAkawAyana	mw	SAkawAyana#1	SAkawAyana m. ( fr. Sakawa ) patr. of an ancient grammarian, Prāt. ; Nir. ; Pāṇ.	3	1		0												estimated	1.0
SAkyasiMha	mw	SAkyasiMha#1	SAkya—siMha m. ‘ Śakya lion’, N. of Gautama Buddha , ib. ; Rājat.	3	1		0												estimated	1.0
SIGrA	mw	SIGrA#2	N. of a river, MBh.	3	1		0												estimated	1.0
SaMkarI	mw	SaMkarI#2	SaMkarI f. the wife of Śiva , L.	3	1		0												estimated	1.0
SaPavat	mw	SaPavat#1	1. SaPa/—vat ( SaPa/- ), mfn. possessing hoofs or claws ( n. a hoofed animal), ib.	3	1		0												estimated	1.0
SakrAtmaja	mw	SakrAtmaja#1	SakrA tmaja m. ‘ I˚ 's son’, N. of Arjuna , MBh.	3	1		0												estimated	1.0
Salkin	mw	Salkin#1	Salkin m. ‘having scales’, a fish, L.	3	1		0												estimated	1.0
SanErmehin	mw	SanErmehin#1	SanEr—me˚hin mfn. suffering from dysuria, Suśr.	3	1		0												estimated	1.0
SarkarArbuda	mw	SarkarArbuda#1	SarkarA ˚rbuda ( ˚rA rb˚ ), m. n. a kind of tumour, Suśr.	3	1		0												estimated	1.0
Sas	mw	Sas#5	the Taddhita affix Sas (forming adverbs from nouns, esp. from numerals and words expressive of quant	3	1		0												estimated	1.0
SatAhvayA	mw	SatAhvayA#2	Asparagus Racemosus , L.	3	1		0												estimated	1.0
SatamUlI	mw	SatamUlI#1	Sata/—mUlI ( I ), f. Asparagus Racemosus , L.	3	1		0												estimated	1.0
SayanAsana	mw	SayanAsana#2	‘sleeping or resting place’, a dwelling, cell, Buddh.	3	1		0												estimated	1.0
SfNgaka	mw	SfNgaka#1	SfNgaka m. n. ( ifc. f( ikA ). ) a horn or anything pointed like a horn, MBh. ; Kathās. ; Hcat.	3	1		0												estimated	1.0
SiKigrIva	mw	SiKigrIva#1	SiKi—kaRWa or SiKi—grIva , n. blue vitriol, L.	3	1		0												estimated	1.0
SiSucAndrAyaRa	mw	SiSucAndrAyaRa#1	SiSu—cAndrAyaRa n. the lunar penance of children (eating four mouthfuls at sunrise and four mouthful	3	1		0												estimated	1.0
SilAhvaya	mw	SilAhvaya#1	SilA ˚hva or SilA ˚hvaya ( ˚lA h˚ ), n. ‘ st˚ -named’, bitumen, L.	3	1		0												estimated	1.0
SilodBava	mw	SilodBava#2	Silo dBava n. bitumen, L.	3	1		0												estimated	1.0
SlIpadin	mw	SlIpadin#1	SlIpadin mfn. having a swelled leg, suffering from elephantiasis	3	1		0												estimated	1.0
SrIPalA	mw	SrIPalA#1	SrI—PalA ( A ), f. the Indigo plant, L.	3	1		0												estimated	1.0
SrutaMjaya	mw	SrutaMjaya#2	of a son of Satyāyu , BhP.	3	1		0												estimated	1.0
SuklArman	mw	SuklArman#1	SuklA rman n. a partic. disease of the white of the eye, Suśr. ; Bhpr.	3	1		0												estimated	1.0
Sukramehin	mw	Sukramehin#1	Sukra—mehin mfn. suffering from sem˚ diab˚ , Suśr. ; Car.	3	1		0												estimated	1.0
SvaSurya	mw	SvaSurya#1	SvaSurya m. a brother-in-law, wife's or husband's brother ( esp. ‘a husband's younger br˚ ’), Kathās	3	1		0												estimated	1.0
SvetakuzWa	mw	SvetakuzWa#1	Sveta—kuzWa n. wh˚ leprosy, Cat.	3	1		0												estimated	1.0
SvetavAha	mw	SvetavAha#3	of Arjuna , MBh.	3	1		0												estimated	1.0
SyAmaka	mw	SyAmaka#2	SyAmaka m. Panicum Frumentaceum (a kind of cultivated millet), L.	3	1		0												estimated	1.0
UrRavABi	mw	UrRavABi#1	UrRa—vA/Bi m. ( fr. an obsolete √ vaB [= Gk. ὑϕ-αίνω ; Old High Germ. web-an , ‘to weave’], Aufrecht	3	1		0												estimated	1.0
UrmyA	mw	UrmyA#1	U/rmyA ( A ), f. night, RV.	3	1		0												estimated	1.0
aBiBavana	mw	aBiBavana#2	the state of being overpowered, Mn. vi, 62.	3	1		0												estimated	1.0
aBiGAra	mw	aBiGAra#3	ghee or clarified butter, L.	3	1		0												estimated	1.0
aBiSabdita	mw	aBiSabdita#2	named, MBh. ; Suśr.	3	1		0												estimated	1.0
aBinakz	mw	aBinakz#1	aBi-√ nakz -na/kzati ( perf. 3. pl. -nanakzu/H ; p. P. -na/kzat Ā. -na/kzamARa ) to approach, come t	3	1		0												estimated	1.0
aBraMkaza	mw	aBraMkaza#1	aBra—M-kaza mfn. ( aBraM-k˚ ) [ Pāṇ. iii, 2, 42 ] ‘grazing (hurting) the clouds’, very high, Kād.	3	1		0												estimated	1.0
aByAdAna	mw	aByAdAna#1	aBy-AdAna n. beginning, Pāṇ. viii, 2, 87.	3	1		0												estimated	1.0
aSruti	mw	aSruti#1	a/-Sruti f. oblivion, ŚBr. xiii ; R.	3	1		0												estimated	1.0
aSvakarRaka	mw	aSvakarRaka#2	aSva—karRaka m. the tree Vatica Robusta , Suśr.	3	1		0												estimated	1.0
abalya	mw	abalya#1	a-balya^ [ ŚBr. ] or a/-balya [ ŚBr. xiv ], n. weakness, sickness.	3	1		0												estimated	1.0
agnirohiRI	mw	agnirohiRI#1	agni—rohiRI f. a hard inflammatory swelling in the arm-pit, Suśr.	3	1		0												estimated	1.0
agnisAda	mw	agnisAda#1	agni—sAda m. weakness of digestion, Suśr.	3	1		0												estimated	1.0
agnivallaBa	mw	agnivallaBa#1	agni—vallaBa m. the tree Shorea Robusta	3	1		0												estimated	1.0
ahISuva	mw	ahISuva#1	ahISu/va m. N. of a demon conquered by Indra , RV. viii, 32, 2 and 26 ; 77, 2 ; x, 144, 3.	3	1		0												estimated	1.0
ahammAna	mw	ahammAna#2	egotism, VP.	3	1		0												estimated	1.0
ahipUtana	mw	ahipUtana#1	ahi—pUtana , m. or ahi—pUtanA , f. sores on the hinder part of the body (of children), Suśr.	3	1		0												estimated	1.0
alakam	mw	alakam#1	a/lakam ind. in vain, for nothing, RV. x, 71, 6 and 108, 7.	3	1		0												estimated	1.0
alola	mw	alola#1	a-lola mfn. unagitated, firm, steady	3	1		0												estimated	1.0
amaradviz	mw	amaradviz#1	a-mara—dviz m. ‘foe of the gods’, N. of an Asura , Kathās.	3	1		0												estimated	1.0
