whitney_no,root_iast,homonym,talmud_root,talmud_whitney_ref,talmud_tip,talmud_ryad,talmud_set,mp1_grade,mp2_grade,mp3_grade,alternation_class,mp1_deviation,derivation_method,grade_confidence,match_kind,unclassifiable_reason
683,liś,,liś,liś,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
684,lih,,lih,lih,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
685,lī,1,lī,1 lī,I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
686,lī,2,lī,2 lī,I,I₂,,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
687,luñc,,luñc,luñc,III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
688,luṭh,1,luṭh,1 luṭh,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
689,luṭh,2,luṇṭh,"2 luṭh, luṇṭh",III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
690,luḍ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
691,lup,,lup,lup,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
692,lubh,,lubh,lubh,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
693,lul,,lul,lul,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
694,lū,,lū,lū,I,U₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
695,lok,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
696,loc,,loc,loc,II,U,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
697,vak,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
698,vakṣ,,uøkṣ,"vakṣ, ukṣ",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
699,vac,,uøc,vac,I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
700,vaj,,uøj,vaj,I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
701,vañc,,vn̥c,vañc,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
702,vaṇṭ,,vanṭ,vaṇṭ,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
703,vat,,vat,vat,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
704,vad,,uød,vad,I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
705,vadh,,vadh,"vadh, badh",II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
706,van,,vn̥̄,"van, vā",I,N₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
707,vand,,vand,vand,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
708,vap,1,uøp,1 vap,I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
709,vap,2,uøp,2 vap,I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
710,vam,,vm̥̄,vam,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
711,val,,val,val,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
712,valg,,valg,valg,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
713,valh,,valh,valh,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
714,vaś,,uøś,vaś,I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
715,vas,1,uøs,"1 vas, uṣ, uch",I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
716,vas,2,vas,2 vas,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
717,vas,3,uøs,3 vas,I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
718,vah,,uøh,vah,I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
719,vā,1,vā,1 vā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
720,vā,2,uø̄,"2 vā, vi, u",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
722,vāñch,,vānch,vāñch,IV,N,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
723,vāś,,vāś,vāś,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
724,vāh,,vāh,vāh,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
725,vic,1,vic,1 vic,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
726,vic,2,viøc,"vyac, vic",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
727,vij,,vij,vij,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
728,vid,1,vid,1 vid,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
729,vid,2,vid,2 vid,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
730,vidh,1,vidh,1 vidh,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
731,vidh,2,viødh,"vyadh, vidh",I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
732,vindh,,vidh,vindh,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
733,vip,,vep,"vip, vep",II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
734,viś,,viś,viś,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
735,viṣ,,viṣ,viṣ,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
736,viṣṭ,,viṣṭ,"viṣṭ, veṣṭ",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
737,vī,,vī,vī,I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
738,vīj,,vīøj,"vīj, vyaj",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
739,vīḍ,,vīḍ,vīḍ,III,I₂,,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
740,vṛ,1,vṛ,1 vṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
741,vṛ,2,,,,,,,,,unclassifiable,,,,,no_authorial_binding
742,vṛṃh,,vṛṃh,"vṛṃh, bṛṃh",III,R₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
743,vṛj,,vṛj,vṛj,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
744,vṛt,,vṛt,vṛt,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
745,vṛdh,,vṛdh,vṛdh,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
746,vṛṣ,,vṛṣ,vṛṣ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
747,vṛh,,vṛh,"vṛh, bṛh",I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
748,ven,,ven,ven,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
749,vell,,vell,vell,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
750,veṣṭ,,viṣṭ,"viṣṭ, veṣṭ",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
751,vyac,,viøc,"vyac, vic",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
752,vyaj,,vīøj,"vīj, vyaj",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
753,vyath,,vyath,vyath,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
754,vyadh,,viødh,"vyadh, vidh",I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
755,vyay,,vye,vyay,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
756,vyā,,vīø̄,"vyā, vī",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
757,vraj,,vraj,vraj,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
758,vrad,,vrn̥d,"vrad, vrand",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
759,vran,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
760,vraśc,,vṛøśc,vraśc,I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
761,vrādh,,vrādh,vrādh,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
762,vrīḍ,,vrīḍ,vrīḍ,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
763,vruḍ,,vruḍ,vruḍ,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
764,vlag,,vln̥g,"vlag, vlaṅg",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
765,vlī,,vlī,"vlī, blī",I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
766,śaṃs,,śn̥s,śaṃs,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
767,śak,,śak,śak,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
768,śaṅk,,śank,śaṅk,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
769,śat,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
770,śad,1,śad,1 śad,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
771,śad,2,śad,2 śad,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
772,śap,,śap,śap,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
773,śam,1,śam,"1 śam, śim",II,M,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
774,śam,2,śm̥̄,2 śam,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
775,śam,3,,,,,,,,,unclassifiable,,,,,no_authorial_binding
776,śal,,śal,śal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
777,śaś,,śaś,śaś,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
778,śas,,śas,"śas, śās",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
779,śā,,śø̄,"śā, śi",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
780,śās,1,śø̄s,"1 śās, śiṣ",I,A₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
781,śās,2,śas,"śas, śās",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
782,śikṣ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
783,śiṅgh,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
784,śiñj,,śiñj,śiñj,III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
785,śip,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
786,śim,,śam,"1 śam, śim",II,M,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
787,śiṣ,,śiṣ,śiṣ,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
788,śī,1,śīø̄,"śyā, śī",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
789,śī,2,śe,2 śī,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
790,śuc,,śuc,śuc,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
791,śuj,,śuj,śuj,I,U₁,,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
792,śudh,,śudh,"śudh, śundh",I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
793,śubh,,śubh,"śubh, śumbh",I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
794,śuṣ,1,śuṣ,1 śuṣ,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
795,śuṣ,2,śvas,"śvas, śuṣ",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
796,śū,,śvi,"śū, śvā, śvi",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
797,śṛ,1,śṝ,1 śṛ,I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
798,śṛ,2,,,,,,,,,unclassifiable,,,,,no_authorial_binding
799,śṛ,3,,,,,,,,,unclassifiable,,,,,no_authorial_binding
800,śṛdh,,śṛdh,śṛdh,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
801,ścand,,cn̥d,"ścand, cand",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
802,ścam,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
803,ścut,,ścut,ścut,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
804,śnath,,śnath,śnath,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
805,śyā,,śīø̄,"śyā, śī",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
806,śrath,,śṛøth,"śrath, ślath",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
807,śran,,śran,śran,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
808,śram,,śrm̥̄,śram,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
809,śrambh,,śrn̥bh,śrambh,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
810,śrā,,śrā,"śrā, 2 śrī, 2 śṛ",II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
811,śri,,śri,"śri, 3 śṛ",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
812,śriṣ,,śliṣ,"śliṣ, śriṣ",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
813,śrī,1,śrī,"1 śrī, śṛ",I,I₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
814,śrī,2,,,,,,,,,unclassifiable,,,,,no_authorial_binding
815,śru,,śru,śru,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
816,śruṣ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
817,ślath,,śṛøth,"śrath, ślath",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
818,ślā,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
819,ślāgh,,ślāgh,ślāgh,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
820,śliṣ,,śliṣ,"śliṣ, śriṣ",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
821,śvañc,,śvn̥c,śvañc,I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
822,śvas,,śvas,"śvas, śuṣ",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
823,śvā,,śvi,"śū, śvā, śvi",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
824,śvit,,śvit,śvit,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
825,ṣṭhīv,,ṣṭhīv,ṣṭhīv,I,I₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
826,sakṣ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
827,sagh,,sagh,sagh,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
828,sac,,sac,sac,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
829,saj,,saj,"saj, sañj",II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
830,sad,,sad,sad,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
831,san,,sn̥̄,"san, 2 sā",I,N₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
832,sap,,sap,sap,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
833,sarj,,sarj,sarj,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
834,saśc,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
835,sas,,sas,sas,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
836,sah,,sah,sah,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
837,sā,1,sø̄,"1 sā, si",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
838,sā,2,,,,,,,,,unclassifiable,,,,,no_authorial_binding
839,sādh,,sādh,"sādh, sadh",II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
840,si,,sø̄,"1 sā, si",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,spelling-alt,
841,sic,,sic,sic,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
842,sidh,1,sidh,1 sidh,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
843,sidh,2,sidh,2 sidh,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
844,sī,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
845,sīv,,sīv,"sīv, syū",I,I₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
846,su,,su,su,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
847,sul,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
848,subh,,subh,"subh, sumbh",I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
849,sū,,sū,"sū, su",I,U₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
850,sūd,,sūd,sūd,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
851,sūrkṣ,,sūrkṣ,sūrkṣ,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
852,sṛ,,sṛ,sṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
853,sṛk,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
854,sṛj,,sṛj,sṛj,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
855,sṛp,,sṛp,sṛp,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
856,sev,,sev,sev,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
857,skand,,skn̥d,skand,I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
858,skambh,,skn̥bh,"skambh, skabh",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
859,sku,,sku,sku,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
860,skṛ,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
861,skhal,,skhal,skhal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
862,stan,,stan,stan,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
863,stambh,,stn̥bh,"stambh, stabh",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
864,stā,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
865,stigh,,stigh,stigh,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
866,stim,,stim,"stim, stīm",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
867,stu,1,stu,1 stu,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,ref+hom,
868,stu,2,,,,,,,,,unclassifiable,,,,,no_authorial_binding
869,stubh,,stubh,stubh,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
870,stṛ,,stṛ,stṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
871,stṛh,,,,,,,,,,unclassifiable,,,,,no_authorial_binding
872,styā,,styā,"styā, stī",II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
873,sthag,,sthag,sthag,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
874,sthā,,sthø̄,sthā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
875,snā,,snā,snā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
876,snih,,snih,snih,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
877,snu,,snu,snu,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1_via_whitney_talmud,authorial,root-uniq,
