lemma_slp1	varga	eid	mw_sense_units	pwg_sense_units
Sipivizwa	AK-3.3	3769	4	0
Kalati	AK-3.3	3769	2	2
Sipivizwa	AK-3.3	3770	4	0
duScarman	AK-3.3	3770	2	2
Sipivizwa	AK-3.3	3771	4	0
maheSvara	AK-3.3	3771	6	1
tvazwf	AK-3.3	3772	8	0
devaSilpin	AK-3.3	3772	1	1
dizwa	AK-3.3	3773	12	1
dEva	AK-3.3	3773	12	2
kawu	AK-3.3	3774	13	3
rasa	AK-3.3	3774	33	1
kawu	AK-3.3	3775	13	3
akArya	AK-3.3	3775	2	3
kawu	AK-3.3	3776	13	3
matsara	AK-3.3	3776	10	3
kawu	AK-3.3	3777	13	3
tIkzRa	AK-3.3	3777	34	2
rizwa	AK-3.3	3778	11	1
kzema	AK-3.3	3778	15	2
rizwa	AK-3.3	3779	11	1
aSuBABAva	AK-3.3	3779	0	0
arizwa	AK-3.3	3780	20	2
SuBa	AK-3.3	3780	19	1
arizwa	AK-3.3	3781	20	2
aSuBa	AK-3.3	3781	6	1
kUwa	AK-3.3	3782	26	5
mAyA	AK-3.3	3782	15	0
kUwa	AK-3.3	3783	26	5
niScala	AK-3.3	3783	1	1
kUwa	AK-3.3	3784	26	5
yantra	AK-3.3	3784	7	1
kUwa	AK-3.3	3785	26	5
kEtava	AK-3.3	3785	6	2
kUwa	AK-3.3	3786	26	5
anfta	AK-3.3	3786	3	3
kUwa	AK-3.3	3787	26	5
rASi	AK-3.3	3787	7	1
kUwa	AK-3.3	3788	26	5
ayoGana	AK-3.3	3788	1	1
kUwa	AK-3.3	3789	26	5
SElaSfNga	AK-3.3	3789	1	0
kUwa	AK-3.3	3790	26	5
sIrANga	AK-3.3	3790	0	0
truwi	AK-3.3	3791	10	3
sUkzmElA	AK-3.3	3791	1	1
truwi	AK-3.3	3792	10	3
kAla	AK-3.3	3792	39	5
truwi	AK-3.3	3793	10	3
saMSaya	AK-3.3	3793	6	1
kowi	AK-3.3	3794	7	3
arti	AK-3.3	3794	2	3
kowi	AK-3.3	3795	7	3
utkarza	AK-3.3	3795	12	3
kowi	AK-3.3	3796	7	3
aSri	AK-3.3	3796	3	2
jawA	AK-3.3	3797	5	0
mUla	AK-3.3	3797	19	1
jawA	AK-3.3	3798	5	0
lagnakaca	AK-3.3	3798	0	0
vyuzwi	AK-3.3	3799	9	1
Pala	AK-3.3	3799	22	2
vyuzwi	AK-3.3	3800	9	1
samfdDi	AK-3.3	3800	4	1
dfzwi	AK-3.3	3801	10	1
jYAna	AK-3.3	3801	6	3
dfzwi	AK-3.3	3802	10	1
akzi	AK-3.3	3802	4	4
dfzwi	AK-3.3	3803	10	1
darSana	AK-3.3	3803	27	2
izwi	AK-3.3	3804	11	4
yAga	AK-3.3	3804	3	1
izwi	AK-3.3	3805	11	4
icCA	AK-3.3	3805	3	2
sfzwi	AK-3.3	3806	8	1
niScita	AK-3.3	3806	3	1
sfzwi	AK-3.3	3807	8	1
bahu	AK-3.3	3807	6	2
kazwa	AK-3.3	3808	19	3
kfcCra	AK-3.3	3808	9	2
kazwa	AK-3.3	3809	19	3
gahana	AK-3.3	3809	5	2
pawu	AK-3.3	3810	20	3
dakza	AK-3.3	3810	22	3
pawu	AK-3.3	3811	20	3
amanda	AK-3.3	3811	4	1
pawu	AK-3.3	3812	20	3
agada	AK-3.3	3812	5	4
nIlakaRWa	AK-3.3	3813	11	2
Siva	AK-3.3	3813	46	1
kozWa	AK-3.3	3814	10	3
antarjaWara	AK-3.3	3814	1	1
kozWa	AK-3.3	3815	10	3
kusUla	AK-3.3	3815	4	2
kozWa	AK-3.3	3816	10	3
antargfha	AK-3.3	3816	1	1
nizWA	AK-3.3	3817	12	2
nizpatti	AK-3.3	3817	3	2
nizWA	AK-3.3	3818	12	2
nASa	AK-3.3	3818	4	2
nizWA	AK-3.3	3819	12	2
anta	AK-3.3	3819	14	4
kAzWA	AK-3.3	3820	12	2
utkarza	AK-3.3	3820	12	3
kAzWA	AK-3.3	3821	12	2
sTiti	AK-3.3	3821	29	1
kAzWA	AK-3.3	3822	12	2
diS	AK-3.3	3822	12	5
jyezWa	AK-3.3	3823	12	2
atiSasta	AK-3.3	3823	1	0
kanizWa	AK-3.3	3824	6	2
atiyuvan	AK-3.3	3824	1	1
kanizWa	AK-3.3	3825	6	2
alpa	AK-3.3	3825	1	1
daRqa	AK-3.3	3826	30	3
laguqa	AK-3.3	3826	2	1
guqa	AK-3.3	3827	9	2
gola	AK-3.3	3827	12	3
guqa	AK-3.3	3828	9	2
ikzupAka	AK-3.3	3828	1	1
vyAqa	AK-3.3	3829	5	1
sarpa	AK-3.3	3829	9	1
vyAqa	AK-3.3	3830	5	1
mAMsAd	AK-3.3	3830	1	1
iqA	AK-3.3	3831	1	2
go	AK-3.3	3831	33	3
iqA	AK-3.3	3832	1	2
BU	AK-3.3	3832	17	4
iqA	AK-3.3	3833	1	2
vAc	AK-3.3	3833	3	1
ilA	AK-3.3	3834	4	1
go	AK-3.3	3834	33	3
ilA	AK-3.3	3835	4	1
BU	AK-3.3	3835	17	4
ilA	AK-3.3	3836	4	1
vAc	AK-3.3	3836	3	1
kzveqA	AK-3.3	3837	3	0
vaMSaSalAkA	AK-3.3	3837	2	1
nAqI	AK-3.3	3838	11	2
zawkzaRakAla	AK-3.3	3838	0	0
kARqa	AK-3.3	3839	18	4
daRqa	AK-3.3	3839	30	3
kARqa	AK-3.3	3840	18	4
bARa	AK-3.3	3840	16	3
kARqa	AK-3.3	3841	18	4
arvan	AK-3.3	3841	5	4
kARqa	AK-3.3	3842	18	4
varga	AK-3.3	3842	9	1
kARqa	AK-3.3	3843	18	4
avasara	AK-3.3	3843	8	2
kARqa	AK-3.3	3844	18	4
vAri	AK-3.3	3844	8	3
BARqa	AK-3.3	3845	11	2
aSvABaraRa	AK-3.3	3845	0	0
BARqa	AK-3.3	3846	11	2
amatra	AK-3.3	3846	4	3
BARqa	AK-3.3	3847	11	2
mUlavaRigDana	AK-3.3	3847	1	1
bAQa	AK-3.3	3848	1	2
BfSa	AK-3.3	3848	7	1
bAQa	AK-3.3	3849	1	2
pratijYA	AK-3.3	3849	6	2
pragAQa	AK-3.3	3850	8	2
BfSa	AK-3.3	3850	7	1
pragAQa	AK-3.3	3851	8	2
kfcCra	AK-3.3	3851	9	2
dfQa	AK-3.3	3852	15	1
Sakta	AK-3.3	3852	4	2
dfQa	AK-3.3	3853	15	1
sTUla	AK-3.3	3853	12	2
vyUQa	AK-3.3	3854	2	1
vinyasta	AK-3.3	3854	3	0
vyUQa	AK-3.3	3855	2	1
saMhata	AK-3.3	3855	8	1
BrURa	AK-3.3	3856	4	1
arBaka	AK-3.3	3856	7	1
BrURa	AK-3.3	3857	4	1
strERagarBa	AK-3.3	3857	0	0
bARa	AK-3.3	3858	16	3
balisuta	AK-3.3	3858	0	0
bARa	AK-3.3	3859	16	3
Sara	AK-3.3	3859	10	3
kaRa	AK-3.3	3860	9	2
atisUkzma	AK-3.3	3860	0	0
kaRa	AK-3.3	3861	9	2
DAnyAMSa	AK-3.3	3861	1	0
gaRa	AK-3.3	3862	16	2
saNGAta	AK-3.3	3862	0	0
gaRa	AK-3.3	3863	16	2
pramaTa	AK-3.3	3863	3	1
paRa	AK-3.3	3864	11	2
dyUta	AK-3.3	3864	3	2
paRa	AK-3.3	3865	11	2
utsfzwa	AK-3.3	3865	4	0
paRa	AK-3.3	3866	11	2
Bfti	AK-3.3	3866	3	1
paRa	AK-3.3	3867	11	2
mUlya	AK-3.3	3867	9	2
paRa	AK-3.3	3868	11	2
Dana	AK-3.3	3868	8	2
guRa	AK-3.3	3869	28	3
morvI	AK-3.3	3869	0	0
guRa	AK-3.3	3870	28	3
dravyASrita	AK-3.3	3870	1	0
guRa	AK-3.3	3871	28	3
sattvAdi	AK-3.3	3871	0	0
guRa	AK-3.3	3872	28	3
SOrya	AK-3.3	3872	3	1
guRa	AK-3.3	3873	28	3
sanDyAdi	AK-3.3	3873	0	0
kzaRa	AK-3.3	3874	15	2
nirvyApArasTiti	AK-3.3	3874	0	0
kzaRa	AK-3.3	3875	15	2
kAlaviSeza	AK-3.3	3875	0	0
kzaRa	AK-3.3	3876	15	2
utsava	AK-3.3	3876	9	2
varRa	AK-3.3	3877	20	1
dvijAdi	AK-3.3	3877	0	0
varRa	AK-3.3	3878	20	1
SuklAdi	AK-3.3	3878	0	0
varRa	AK-3.3	3879	20	1
stuti	AK-3.3	3879	4	1
varRa	AK-3.3	3880	20	1
akzara	AK-3.3	3880	18	3
aruRa	AK-3.3	3881	23	3
BAskara	AK-3.3	3881	12	1
aruRa	AK-3.3	3882	23	3
varRaBeda	AK-3.3	3882	0	0
sTARu	AK-3.3	3883	14	1
Sarva	AK-3.3	3883	8	2
droRa	AK-3.3	3884	15	3
kAka	AK-3.3	3884	12	2
raRa	AK-3.3	3885	5	1
Aji	AK-3.3	3885	8	2
raRa	AK-3.3	3886	5	1
rava	AK-3.3	3886	7	1
grAmaRI	AK-3.3	3887	12	1
nApita	AK-3.3	3887	1	1
grAmaRI	AK-3.3	3888	12	1
SrezWa	AK-3.3	3888	11	1
grAmaRI	AK-3.3	3889	12	1
grAmADipa	AK-3.3	3889	1	1
UrRA	AK-3.3	3890	5	0
mezaloman	AK-3.3	3890	0	0
UrRA	AK-3.3	3891	5	0
Avarta	AK-3.3	3891	10	2
hariRI	AK-3.3	3892	11	1
mfgI	AK-3.3	3892	7	1
hariRI	AK-3.3	3893	11	1
hemapratimA	AK-3.3	3893	1	0
hariRI	AK-3.3	3894	11	1
haritA	AK-3.3	3894	5	0
hariRa	AK-3.3	3895	11	1
pARqu	AK-3.3	3895	14	2
sTURA	AK-3.3	3896	7	0
veSman_stamBa	AK-3.3	3896	0	0
tfzRA	AK-3.3	3897	4	1
spfhA	AK-3.3	3897	2	1
tfzRA	AK-3.3	3898	4	1
pipAsA	AK-3.3	3898	1	1
GfRA	AK-3.3	3899	6	0
jugupsA	AK-3.3	3899	1	2
GfRA	AK-3.3	3900	6	0
karuRA	AK-3.3	3900	4	0
vipaRi	AK-3.3	3901	4	1
vaRikpaTa	AK-3.3	3901	4	1
vAruRI	AK-3.3	3902	12	0
surA	AK-3.3	3902	6	1
vAruRI	AK-3.3	3903	12	0
pratyaYc	AK-3.3	3903	9	4
kareRu	AK-3.3	3904	6	2
iBI	AK-3.3	3904	1	0
kareRu	AK-3.3	3905	6	2
iBa	AK-3.3	3905	7	3
draviRa	AK-3.3	3906	7	2
bala	AK-3.3	3906	27	4
draviRa	AK-3.3	3907	7	2
Dana	AK-3.3	3907	8	2
SaraRa	AK-3.3	3908	13	3
gfha	AK-3.3	3908	16	2
SaraRa	AK-3.3	3909	13	3
rakzitf	AK-3.3	3909	1	0
SrIparRa	AK-3.3	3910	2	1
kamala	AK-3.3	3910	18	5
tIkzRa	AK-3.3	3911	34	2
viza	AK-3.3	3911	10	4
tIkzRa	AK-3.3	3912	34	2
aBimara	AK-3.3	3912	5	1
tIkzRa	AK-3.3	3913	34	2
loha	AK-3.3	3913	14	1
tIkzRa	AK-3.3	3914	34	2
Kara	AK-3.3	3914	22	4
pramARa	AK-3.3	3915	16	3
hetu	AK-3.3	3915	12	1
pramARa	AK-3.3	3916	16	3
maryAdA	AK-3.3	3916	7	2
pramARa	AK-3.3	3917	16	3
SAstra	AK-3.3	3917	4	1
pramARa	AK-3.3	3918	16	3
iyattA	AK-3.3	3918	1	2
pramARa	AK-3.3	3919	16	3
pramAtf	AK-3.3	3919	3	0
karaRa	AK-3.3	3920	32	4
sADakatama	AK-3.3	3920	1	0
karaRa	AK-3.3	3921	32	4
kzetra	AK-3.3	3921	20	2
karaRa	AK-3.3	3922	32	4
gAtra	AK-3.3	3922	6	2
karaRa	AK-3.3	3923	32	4
indriya	AK-3.3	3923	9	2
saMsaraRa	AK-3.3	3924	7	1
prARyutpAda	AK-3.3	3924	0	0
saMsaraRa	AK-3.3	3925	7	1
asaMbADacamUgati	AK-3.3	3925	0	0
saMsaraRa	AK-3.3	3926	7	1
GaRwApaTa	AK-3.3	3926	2	1
samudgiraRa	AK-3.3	3927	0	0
vAntAnna	AK-3.3	3927	1	0
samudgiraRa	AK-3.3	3928	0	0
unnaya	AK-3.3	3928	3	2
vizARa	AK-3.3	3929	10	3
paSuSfNga	AK-3.3	3929	0	0
vizARa	AK-3.3	3930	10	3
iBadanta	AK-3.3	3930	0	0
pravaRa	AK-3.3	3931	12	3
kramanimnorvI	AK-3.3	3931	0	0
pravaRa	AK-3.3	3932	12	3
prahva	AK-3.3	3932	4	2
pravaRa	AK-3.3	3933	12	3
catuzpaTa	AK-3.3	3933	3	2
saNkIrRa	AK-3.3	3934	0	0
nicita	AK-3.3	3934	5	1
saNkIrRa	AK-3.3	3935	0	0
aSudDa	AK-3.3	3935	3	0
IriRa	AK-3.3	3936	2	2
SUnya	AK-3.3	3936	19	1
IriRa	AK-3.3	3937	2	2
Uzara	AK-3.3	3937	2	2
varaRa	AK-3.3	3938	16	2
setu	AK-3.3	3938	12	1
veRI	AK-3.3	3939	8	1
nadIBeda	AK-3.3	3939	0	0
veRI	AK-3.3	3940	8	1
kacoccaya	AK-3.3	3940	0	0
vivasvat	AK-3.3	3941	9	0
deva	AK-3.3	3941	23	3
vivasvat	AK-3.3	3942	9	0
sUrya	AK-3.3	3942	9	1
sarasvat	AK-3.3	3943	11	0
nadaviSeza	AK-3.3	3943	0	0
sarasvat	AK-3.3	3944	11	0
arRava	AK-3.3	3944	7	3
garutmat	AK-3.3	3945	4	0
pakzin	AK-3.3	3945	8	2
garutmat	AK-3.3	3946	4	0
tArkzya	AK-3.3	3946	14	2
Sakunta	AK-3.3	3947	5	1
BAsa	AK-3.3	3947	10	2
DUmaketu	AK-3.3	3948	6	2
pakzin	AK-3.3	3948	8	2
DUmaketu	AK-3.3	3949	6	2
agni	AK-3.3	3949	10	4
DUmaketu	AK-3.3	3950	6	2
utpAta	AK-3.3	3950	8	2
jImUta	AK-3.3	3951	11	2
meGa	AK-3.3	3951	10	1
jImUta	AK-3.3	3952	11	2
parvata	AK-3.3	3952	15	2
hasta	AK-3.3	3953	14	1
pARi	AK-3.3	3953	5	2
hasta	AK-3.3	3954	14	1
nakzatra	AK-3.3	3954	5	1
marut	AK-3.3	3955	11	2
pavana	AK-3.3	3955	15	3
marut	AK-3.3	3956	11	2
amara	AK-3.3	3956	11	2
yantf	AK-3.3	3957	6	0
hastipaka	AK-3.3	3957	1	1
yantf	AK-3.3	3958	6	0
sUta	AK-3.3	3958	8	3
Bartf	AK-3.3	3959	3	0
DAtf	AK-3.3	3959	9	0
Bartf	AK-3.3	3960	3	0
pozwf	AK-3.3	3960	2	0
pota	AK-3.3	3961	6	2
yAnapAtra	AK-3.3	3961	1	1
pota	AK-3.3	3962	6	2
SiSu	AK-3.3	3962	10	1
preta	AK-3.3	3963	3	1
prARyantara	AK-3.3	3963	0	0
preta	AK-3.3	3964	3	1
mfta	AK-3.3	3964	8	1
ketu	AK-3.3	3965	17	2
grahaBeda	AK-3.3	3965	0	0
ketu	AK-3.3	3966	17	2
Dvaja	AK-3.3	3966	15	3
suta	AK-3.3	3967	9	3
pArTiva	AK-3.3	3967	11	4
suta	AK-3.3	3968	9	3
tanaya	AK-3.3	3968	6	2
sTapati	AK-3.3	3969	10	1
kAruBeda	AK-3.3	3969	0	0
BUBft	AK-3.3	3970	4	1
BUmiDara	AK-3.3	3970	4	1
BUBft	AK-3.3	3971	4	1
nfpa	AK-3.3	3971	4	1
mUrDABizikta	AK-3.3	3972	6	2
BUpa	AK-3.3	3972	2	1
ftu	AK-3.3	3973	10	3
strIkusuma	AK-3.3	3973	0	0
ajita	AK-3.3	3974	10	2
vizRu	AK-3.3	3974	13	1
ajita	AK-3.3	3975	10	2
vizRu	AK-3.3	3975	13	1
sUta	AK-3.3	3976	8	3
tvazwf	AK-3.3	3976	8	0
sUta	AK-3.3	3977	8	3
sAraTi	AK-3.3	3977	6	1
vyakta	AK-3.3	3978	16	2
prAjYa	AK-3.3	3978	6	1
dfzwAnta	AK-3.3	3979	5	2
SAstra	AK-3.3	3979	4	1
dfzwAnta	AK-3.3	3980	5	2
nidarSana	AK-3.3	3980	11	3
kzattf	AK-3.3	3981	10	0
sAraTi	AK-3.3	3981	6	1
kzattf	AK-3.3	3982	10	0
dvAHsTa	AK-3.3	3982	1	1
kzattf	AK-3.3	3983	10	0
jYAtiviSeza	AK-3.3	3983	0	0
vfttAnta	AK-3.3	3984	10	2
prakaraRa	AK-3.3	3984	10	2
vfttAnta	AK-3.3	3985	10	2
prakAra	AK-3.3	3985	6	2
vfttAnta	AK-3.3	3986	10	2
kArtsnya	AK-3.3	3986	1	1
vfttAnta	AK-3.3	3987	10	2
vArtA	AK-3.3	3987	0	0
Anarta	AK-3.3	3988	11	2
samara	AK-3.3	3988	6	1
Anarta	AK-3.3	3989	11	2
nftyasTAna	AK-3.3	3989	1	1
Anarta	AK-3.3	3990	11	2
nIvfdviSeza	AK-3.3	3990	0	0
kftAnta	AK-3.3	3991	11	2
yama	AK-3.3	3991	17	2
kftAnta	AK-3.3	3992	11	2
sidDAnta	AK-3.3	3992	4	1
kftAnta	AK-3.3	3993	11	2
dEva	AK-3.3	3993	12	2
kftAnta	AK-3.3	3994	11	2
akuSalakarman	AK-3.3	3994	0	0
DAtu	AK-3.3	3995	9	4
SlezmAdi	AK-3.3	3995	0	0
DAtu	AK-3.3	3996	9	4
rasAdi	AK-3.3	3996	0	0
DAtu	AK-3.3	3997	9	4
raktAdi	AK-3.3	3997	0	0
DAtu	AK-3.3	3998	9	4
mahABUta	AK-3.3	3998	3	1
DAtu	AK-3.3	3999	9	4
mahABUtaguRa	AK-3.3	3999	0	0
DAtu	AK-3.3	4000	9	4
indriya	AK-3.3	4000	9	2
kftAnta	AK-3.3	4001	11	2
aSmavikfti	AK-3.3	4001	0	0
kftAnta	AK-3.3	4002	11	2
Sabdayoni	AK-3.3	4002	2	1
SudDAnta	AK-3.3	4003	1	1
kakzAntara	AK-3.3	4003	1	0
SudDAnta	AK-3.3	4004	1	1
nfpAsarvagocara	AK-3.3	4004	0	0
Sakti	AK-3.3	4005	15	4
kAsU	AK-3.3	4005	7	2
Sakti	AK-3.3	4006	15	4
sAmarTya	AK-3.3	4006	5	1
mUrti	AK-3.3	4007	9	2
kAWinya	AK-3.3	4007	3	2
mUrti	AK-3.3	4008	9	2
kAyA	AK-3.3	4008	0	0
vratati	AK-3.3	4009	2	1
vistAra	AK-3.3	4009	7	1
vratati	AK-3.3	4010	2	1
vallI	AK-3.3	4010	5	1
vasatI	AK-3.3	4011	1	0
rAtri	AK-3.3	4011	7	1
vasatI	AK-3.3	4012	1	0
veSman	AK-3.3	4012	4	1
apaciti	AK-3.3	4013	6	3
kzaya	AK-3.3	4013	19	4
apaciti	AK-3.3	4014	6	3
arcA	AK-3.3	4014	3	2
sAti	AK-3.3	4015	6	3
dAna	AK-3.3	4015	18	9
sAti	AK-3.3	4016	6	3
avasAna	AK-3.3	4016	10	3
arti	AK-3.3	4017	2	3
pIqA	AK-3.3	4017	9	3
arti	AK-3.3	4018	2	3
Danuzkowi	AK-3.3	4018	1	1
jAti	AK-3.3	4019	20	2
sAmAnya	AK-3.3	4019	9	1
jAti	AK-3.3	4020	20	2
janman	AK-3.3	4020	14	2
rIti	AK-3.3	4021	10	1
pracAra	AK-3.3	4021	7	3
rIti	AK-3.3	4022	10	1
syanda	AK-3.3	4022	5	1
Iti	AK-3.3	4023	5	3
qimba	AK-3.3	4023	15	3
Iti	AK-3.3	4024	5	3
pravAsa	AK-3.3	4024	3	2
prApti	AK-3.3	4025	17	2
udaya	AK-3.3	4025	19	3
prApti	AK-3.3	4026	17	2
aDigama	AK-3.3	4026	3	2
tretA	AK-3.3	4027	4	2
agnitraya	AK-3.3	4027	1	1
tretA	AK-3.3	4028	4	2
yuga	AK-3.3	4028	12	2
mahatI	AK-3.3	4029	3	0
vIRABeda	AK-3.3	4029	0	0
BUti	AK-3.3	4030	16	3
Basman	AK-3.3	4030	4	1
BUti	AK-3.3	4031	16	3
sampad	AK-3.3	4031	15	0
BogavatI	AK-3.3	4032	9	0
nAganadI	AK-3.3	4032	0	0
BogavatI	AK-3.3	4033	9	0
nAganagarI	AK-3.3	4033	0	0
samiti	AK-3.3	4034	8	2
saNgara	AK-3.3	4034	0	0
samiti	AK-3.3	4035	8	2
saNga	AK-3.3	4035	5	1
samiti	AK-3.3	4036	8	2
saBA	AK-3.3	4036	6	2
kziti	AK-3.3	4037	14	7
kzaya	AK-3.3	4037	19	4
kziti	AK-3.3	4038	14	7
AvAsa	AK-3.3	4038	2	1
heti	AK-3.3	4039	10	1
ravyarcis	AK-3.3	4039	0	0
heti	AK-3.3	4040	10	1
Sastra	AK-3.3	4040	7	2
heti	AK-3.3	4041	10	1
vahnijvAlA	AK-3.3	4041	1	0
jagatI	AK-3.3	4042	13	0
jagat	AK-3.3	4042	12	3
jagatI	AK-3.3	4043	13	0
CandoviSeza	AK-3.3	4043	0	0
jagatI	AK-3.3	4044	13	0
kziti	AK-3.3	4044	14	7
paNkti	AK-3.3	4045	7	2
Candas	AK-3.3	4045	11	3
paNkti	AK-3.3	4046	7	2
daSama	AK-3.3	4046	5	2
Ayati	AK-3.3	4047	10	2
praBAva	AK-3.3	4047	7	1
patti	AK-3.3	4048	5	1
gati	AK-3.3	4048	28	3
pakzati	AK-3.3	4049	3	2
pakzamUla	AK-3.3	4049	1	1
pakzati	AK-3.3	4050	3	2
pakzamUla	AK-3.3	4050	1	1
prakfti	AK-3.3	4051	26	3
yoni	AK-3.3	4051	12	1
prakfti	AK-3.3	4052	26	3
liNga	AK-3.3	4052	20	1
vftti	AK-3.3	4053	19	2
kESikyAdi	AK-3.3	4053	0	0
sikatA	AK-3.3	4054	4	1
vAlukA	AK-3.3	4054	1	2
Sruti	AK-3.3	4055	15	4
veda	AK-3.3	4055	9	5
Sruti	AK-3.3	4056	15	4
Sravas	AK-3.3	4056	8	2
vanitA	AK-3.3	4057	3	0
janitAtyarTAnurAgA	AK-3.3	4057	0	0
vanitA	AK-3.3	4058	3	0
yozit	AK-3.3	4058	1	1
gupti	AK-3.3	4059	8	3
kzitivyudAsa	AK-3.3	4059	1	1
Dfti	AK-3.3	4060	20	2
DAraRa	AK-3.3	4060	13	2
Dfti	AK-3.3	4061	20	2
DErya	AK-3.3	4061	3	4
bfhatI	AK-3.3	4062	13	0
kzudravArtAkI	AK-3.3	4062	1	1
bfhatI	AK-3.3	4063	13	0
CandoBeda	AK-3.3	4063	0	0
bfhatI	AK-3.3	4064	13	0
mahatI	AK-3.3	4064	3	0
vAsitA	AK-3.3	4065	2	1
strI	AK-3.3	4065	6	1
vAsitA	AK-3.3	4066	2	1
kariRI	AK-3.3	4066	2	0
vArtA	AK-3.3	4067	0	0
vftti	AK-3.3	4067	19	2
vArtA	AK-3.3	4068	0	0
janaSruti	AK-3.3	4068	1	2
vArta	AK-3.3	4069	0	0
Palgu	AK-3.3	4069	8	1
vArta	AK-3.3	4070	0	0
aroga	AK-3.3	4070	2	3
Gfta	AK-3.3	4071	6	2
ap	AK-3.3	4071	6	4
amfta	AK-3.3	4072	31	3
ap	AK-3.3	4072	6	4
kalaDOta	AK-3.3	4073	3	2
rUpya	AK-3.3	4073	10	1
kalaDOta	AK-3.3	4074	3	2
heman	AK-3.3	4074	10	4
nimitta	AK-3.3	4075	8	1
hetu	AK-3.3	4075	12	1
nimitta	AK-3.3	4076	8	1
lakzman	AK-3.3	4076	6	2
Sruta	AK-3.3	4077	11	1
SAstra	AK-3.3	4077	4	1
Sruta	AK-3.3	4078	11	1
avaDfta	AK-3.3	4078	3	0
kfta	AK-3.3	4079	27	3
yuga	AK-3.3	4079	12	2
kfta	AK-3.3	4080	27	3
paryApta	AK-3.3	4080	7	1
atyAhita	AK-3.3	4081	6	2
mahABIti	AK-3.3	4081	1	1
atyAhita	AK-3.3	4082	6	2
jIvAnapekzikarman	AK-3.3	4082	0	0
BUta	AK-3.3	4083	21	3
yukta	AK-3.3	4083	24	1
BUta	AK-3.3	4084	21	3
kzmAdi	AK-3.3	4084	0	0
BUta	AK-3.3	4085	21	3
prARin	AK-3.3	4085	2	1
BUta	AK-3.3	4086	21	3
atIta	AK-3.3	4086	7	2
BUta	AK-3.3	4087	21	3
sama	AK-3.3	4087	33	4
vftta	AK-3.3	4088	31	1
padya	AK-3.3	4088	11	2
vftta	AK-3.3	4089	31	1
caritra	AK-3.3	4089	6	2
vftta	AK-3.3	4090	31	1
atIta	AK-3.3	4090	7	2
vftta	AK-3.3	4091	31	1
dfQanistala	AK-3.3	4091	0	0
mahat	AK-3.3	4092	24	0
rAjya	AK-3.3	4092	3	1
avagIta	AK-3.3	4093	4	0
janya	AK-3.3	4093	18	5
avagIta	AK-3.3	4094	4	0
garhita	AK-3.3	4094	3	0
Sveta	AK-3.3	4095	29	2
rUpya	AK-3.3	4095	10	1
rajata	AK-3.3	4096	9	1
heman	AK-3.3	4096	10	4
rajata	AK-3.3	4097	9	1
rUpya	AK-3.3	4097	10	1
rajata	AK-3.3	4098	9	1
sita	AK-3.3	4098	15	4
jagat	AK-3.3	4099	12	3
iNga	AK-3.3	4099	3	2
rakta	AK-3.3	4100	20	1
nIlyAdirAg	AK-3.3	4100	0	0
avadAta	AK-3.3	4101	4	2
sita	AK-3.3	4101	15	4
avadAta	AK-3.3	4102	4	2
pIta	AK-3.3	4102	12	4
avadAta	AK-3.3	4103	4	2
SudDa	AK-3.3	4103	22	1
sita	AK-3.3	4104	15	4
badDa	AK-3.3	4104	22	1
sita	AK-3.3	4105	15	4
arjuna	AK-3.3	4105	19	2
aBinIta	AK-3.3	4106	5	1
yukta	AK-3.3	4106	24	1
aBinIta	AK-3.3	4107	5	1
atisaMskfta	AK-3.3	4107	1	0
aBinIta	AK-3.3	4108	5	1
amarzin	AK-3.3	4108	1	2
saMskfta	AK-3.3	4109	11	1
kftrima	AK-3.3	4109	11	3
saMskfta	AK-3.3	4110	11	1
lakzaRopeta	AK-3.3	4110	0	0
ananta	AK-3.3	4111	18	2
anavaDi	AK-3.3	4111	1	1
pratIta	AK-3.3	4112	8	1
KyAta	AK-3.3	4112	3	0
pratIta	AK-3.3	4113	8	1
pratIta	AK-3.3	4113	8	1
aBijAta	AK-3.3	4114	9	3
kulaja	AK-3.3	4114	2	1
aBijAta	AK-3.3	4115	9	3
buDa	AK-3.3	4115	9	1
vivikta	AK-3.3	4116	12	1
pUta	AK-3.3	4116	7	1
vivikta	AK-3.3	4117	12	1
vijana	AK-3.3	4117	3	1
mUrCita	AK-3.3	4118	6	0
mUQa	AK-3.3	4118	12	1
mUrCita	AK-3.3	4119	6	0
socCraya	AK-3.3	4119	1	1
Sukta	AK-3.3	4120	12	1
amla	AK-3.3	4120	3	2
Sukta	AK-3.3	4121	12	1
paruza	AK-3.3	4121	13	3
Siti	AK-3.3	4122	4	1
Davala	AK-3.3	4122	12	3
Siti	AK-3.3	4123	4	1
mecaka	AK-3.3	4123	10	1
sat	AK-3.3	4124	15	0
satya	AK-3.3	4124	28	1
sat	AK-3.3	4125	15	0
sADu	AK-3.3	4125	29	1
sat	AK-3.3	4126	15	0
vidyamAna	AK-3.3	4126	1	0
sat	AK-3.3	4127	15	0
praSasta	AK-3.3	4127	7	1
sat	AK-3.3	4128	15	0
aByarhita	AK-3.3	4128	4	0
puraskfta	AK-3.3	4129	3	0
pUjita	AK-3.3	4129	8	0
puraskfta	AK-3.3	4130	3	0
arAtyaBiyukta	AK-3.3	4130	0	0
puraskfta	AK-3.3	4131	3	0
agrataHkfta	AK-3.3	4131	0	0
nivAta	AK-3.3	4132	6	2
