lemma_slp1	varga	eid	mw_sense_units	pwg_sense_units
vaSira	AK-2.9	2652	1	1
sEnDava	AK-2.9	2653	9	1
SItaSiva	AK-2.9	2653	5	1
mARimanTa	AK-2.9	2653	1	1
sinDuja	AK-2.9	2653	3	1
rOmaka	AK-2.9	2654	4	1
vasuka	AK-2.9	2654	4	1
pAkya	AK-2.9	2655	5	2
biqa	AK-2.9	2655	0	0
sOvarcala	AK-2.9	2656	3	1
akza	AK-2.9	2656	30	9
rucaka	AK-2.9	2656	23	2
tilaka	AK-2.9	2657	15	3
matsyaRqI	AK-2.9	2658	1	0
PARita	AK-2.9	2658	2	2
KaRqavikAra	AK-2.9	2658	0	0
SarkarA	AK-2.9	2659	6	0
sitA	AK-2.9	2659	9	0
kUrcikA	AK-2.9	2660	5	1
rasAlA	AK-2.9	2661	6	0
mArjitA	AK-2.9	2661	0	0
temana	AK-2.9	2662	3	1
nizWAna	AK-2.9	2662	1	1
SUlAkfta	AK-2.9	2663	1	0
Bawitra	AK-2.9	2663	1	1
SUlya	AK-2.9	2663	3	1
uKya	AK-2.9	2664	3	2
pEWara	AK-2.9	2664	1	1
praRIta	AK-2.9	2665	13	1
upasampanna	AK-2.9	2665	0	0
prayasta	AK-2.9	2666	3	1
susaMskfta	AK-2.9	2666	5	1
picCila	AK-2.9	2667	4	2
vijila	AK-2.9	2667	1	1
sammfzwa	AK-2.9	2668	2	0
SoDita	AK-2.9	2668	4	0
cikkaRa	AK-2.9	2669	6	2
masfRa	AK-2.9	2669	2	1
snigDa	AK-2.9	2669	17	1
BAvita	AK-2.9	2670	17	1
vAsita	AK-2.9	2670	9	5
Apakva	AK-2.9	2671	3	1
pOli	AK-2.9	2671	2	1
aByUza	AK-2.9	2671	2	1
lAja	AK-2.9	2672	2	1
akzata	AK-2.9	2673	8	2
pfTuka	AK-2.9	2674	5	2
cipiwaka	AK-2.9	2674	1	1
DAnA	AK-2.9	2675	4	2
Bfzwayava	AK-2.9	2675	1	0
pUpa	AK-2.9	2676	1	1
apUpa	AK-2.9	2676	4	2
pizwaka	AK-2.9	2676	4	3
karamBa	AK-2.9	2677	9	2
daDisaktu	AK-2.9	2677	1	1
BissA	AK-2.9	2678	1	1
Bakta	AK-2.9	2678	14	2
anDa	AK-2.9	2678	5	2
anna	AK-2.9	2678	7	1
odana	AK-2.9	2678	2	2
dIdivi	AK-2.9	2678	6	2
BissawA	AK-2.9	2679	1	1
dagDikA	AK-2.9	2679	0	1
maRqa	AK-2.9	2680	9	1
mAsara	AK-2.9	2681	1	2
AcAma	AK-2.9	2681	4	1
nisrAva	AK-2.9	2681	2	1
yavAgU	AK-2.9	2682	3	1
uzRikA	AK-2.9	2682	1	1
SrARA	AK-2.9	2682	1	0
vilepI	AK-2.9	2682	1	0
taralA	AK-2.9	2682	4	0
mrakzaRa	AK-2.9	2683	2	1
aByaYjana	AK-2.9	2683	3	4
tEla	AK-2.9	2683	3	1
kfsara	AK-2.9	2684	3	2
tilOdana	AK-2.9	2684	1	1
gavya	AK-2.9	2685	11	2
goviz	AK-2.9	2686	1	1
gomaya	AK-2.9	2686	5	2
karIza	AK-2.9	2687	3	2
dugDa	AK-2.9	2688	5	1
kzIra	AK-2.9	2688	5	1
payas	AK-2.9	2688	6	1
payasya	AK-2.9	2689	4	1
drapsya	AK-2.9	2690	1	1
daDi	AK-2.9	2690	6	2
Gfta	AK-2.9	2691	6	2
Ajya	AK-2.9	2691	6	4
havis	AK-2.9	2691	4	1
sarpis	AK-2.9	2691	1	1
navanIta	AK-2.9	2692	1	1
hEyaNgavIna	AK-2.9	2693	0	0
daRqAhata	AK-2.9	2694	1	1
kAlaSeya	AK-2.9	2694	1	2
arizwa	AK-2.9	2694	20	2
gorasa	AK-2.9	2694	4	2
takra	AK-2.9	2695	1	2
udaSvit	AK-2.9	2696	1	2
maTita	AK-2.9	2697	5	2
maRqa	AK-2.9	2698	9	1
mastu	AK-2.9	2699	2	1
pIyUza	AK-2.9	2700	4	2
aSanAyA	AK-2.9	2701	1	1
buBukzA	AK-2.9	2701	2	2
kzut	AK-2.9	2701	4	2
grAsa	AK-2.9	2702	12	3
kavala	AK-2.9	2702	4	2
sapIti	AK-2.9	2703	2	2
tulyapAna	AK-2.9	2703	1	1
sagDi	AK-2.9	2704	2	1
sahaBojana	AK-2.9	2704	2	1
udanyA	AK-2.9	2705	1	0
pipAsA	AK-2.9	2705	1	1
tfz	AK-2.9	2705	6	2
tarza	AK-2.9	2705	5	3
jagDi	AK-2.9	2706	3	1
Bojana	AK-2.9	2706	10	2
jemana	AK-2.9	2706	2	2
leha	AK-2.9	2706	5	1
AhAra	AK-2.9	2706	9	3
niGasa	AK-2.9	2706	1	1
nyAda	AK-2.9	2706	1	1
sOhitya	AK-2.9	2707	3	1
tarpaRa	AK-2.9	2707	8	2
tfpti	AK-2.9	2707	3	2
PelA	AK-2.9	2708	1	0
BuktasamujJita	AK-2.9	2708	1	1
kAma	AK-2.9	2709	21	3
prakAmam	AK-2.9	2709	1	0
paryApta	AK-2.9	2709	7	1
nikAmam	AK-2.9	2709	0	0
izwa	AK-2.9	2709	15	3
yaTepsitam	AK-2.9	2709	1	0
gopa	AK-2.9	2710	10	1
gopAla	AK-2.9	2710	11	2
gosaNKya	AK-2.9	2710	0	0
goDuk	AK-2.9	2710	0	0
ABIra	AK-2.9	2710	3	2
vallava	AK-2.9	2710	1	0
pAdabanDana	AK-2.9	2711	2	1
gavISvara	AK-2.9	2712	1	1
gomat	AK-2.9	2712	3	1
gomin	AK-2.9	2712	4	2
gokula	AK-2.9	2713	4	2
goDana	AK-2.9	2713	5	2
ASitaNgavIna	AK-2.9	2714	0	0
ukzan	AK-2.9	2715	8	2
Badra	AK-2.9	2715	31	2
balIvarda	AK-2.9	2715	0	1
fzaBa	AK-2.9	2715	17	2
vfzaBa	AK-2.9	2715	15	1
vfza	AK-2.9	2715	36	2
anaquh	AK-2.9	2715	3	1
sOraBeya	AK-2.9	2715	3	1
go	AK-2.9	2715	33	3
Okzaka	AK-2.9	2716	1	1
gavyA	AK-2.9	2717	5	1
gotrA	AK-2.9	2717	2	0
vAtsaka	AK-2.9	2718	3	3
DEnuka	AK-2.9	2719	2	1
mahokza	AK-2.9	2720	2	1
vfdDokza	AK-2.9	2721	1	1
jaradgava	AK-2.9	2721	2	1
jAtokza	AK-2.9	2722	1	1
tarRaka	AK-2.9	2723	2	0
Sakftkari	AK-2.9	2724	1	1
vatsa	AK-2.9	2724	21	1
damya	AK-2.9	2725	3	4
vatsatara	AK-2.9	2725	1	1
ArzaBya	AK-2.9	2726	2	1
zaRqatAyogya	AK-2.9	2726	1	0
zaRqa	AK-2.9	2727	6	2
gopati	AK-2.9	2727	13	3
iwcara	AK-2.9	2727	1	1
vaha	AK-2.9	2728	14	1
sAsnA	AK-2.9	2729	1	1
galakambala	AK-2.9	2729	2	1
nastita	AK-2.9	2730	1	1
nasyota	AK-2.9	2730	1	2
prazWavAh	AK-2.9	2731	0	1
yugapArSvaga	AK-2.9	2731	1	1
yugya	AK-2.9	2732	5	1
prAsaNgya	AK-2.9	2733	2	1
SAkawa	AK-2.9	2734	5	2
hAlika	AK-2.9	2735	3	1
sErika	AK-2.9	2735	5	1
Durvaha	AK-2.9	2736	0	1
Durya	AK-2.9	2736	9	2
DOreya	AK-2.9	2736	3	2
DurIRa	AK-2.9	2736	5	1
saDuranDara	AK-2.9	2736	0	0
ekaDurIRa	AK-2.9	2737	1	1
ekaDura	AK-2.9	2737	1	1
ekaDurAvaha	AK-2.9	2737	1	1
sarvaDurIRa	AK-2.9	2738	2	1
sarvaDurAvaha	AK-2.9	2738	2	1
mAheyI	AK-2.9	2739	1	0
sOraBeyI	AK-2.9	2739	2	0
go	AK-2.9	2739	33	3
usrA	AK-2.9	2739	4	0
mAtf	AK-2.9	2739	23	0
SfNgiRI	AK-2.9	2739	4	0
arjunI	AK-2.9	2739	6	0
aGnyA	AK-2.9	2739	2	0
rohiRI	AK-2.9	2739	17	2
nEcikI	AK-2.9	2740	1	0
SabalI	AK-2.9	2741	2	0
DavalA	AK-2.9	2741	0	0
dvihAyanI	AK-2.9	2742	1	0
ekahAyanI	AK-2.9	2743	1	0
caturhAyaRI	AK-2.9	2744	1	0
trihAyaRI	AK-2.9	2745	0	0
vaSA	AK-2.9	2746	9	2
vanDyA	AK-2.9	2746	4	0
avatokA	AK-2.9	2747	1	0
sravadgarBA	AK-2.9	2747	1	0
sanDinI	AK-2.9	2748	0	0
vehat	AK-2.9	2749	1	1
garBopaGAtinI	AK-2.9	2749	1	1
upasaryA	AK-2.9	2750	1	2
prazWOhI	AK-2.9	2751	1	0
bAlagarBiRI	AK-2.9	2751	1	1
acaRqI	AK-2.9	2752	1	1
sukarA	AK-2.9	2752	1	0
bahusUti	AK-2.9	2753	1	1
parezwukA	AK-2.9	2753	2	0
ciraprasUtA	AK-2.9	2754	1	0
bazkayaRI	AK-2.9	2754	1	1
Denu	AK-2.9	2755	6	2
navasUtikA	AK-2.9	2755	1	1
suvratA	AK-2.9	2756	7	0
suKasandohyA	AK-2.9	2756	0	0
pInoDnI	AK-2.9	2757	1	1
pIvarastanI	AK-2.9	2757	1	0
droRakzIrA	AK-2.9	2758	1	1
droRadugDA	AK-2.9	2758	1	1
DenuzyA	AK-2.9	2759	1	1
samAMsamInA	AK-2.9	2760	1	1
UDas	AK-2.9	2761	5	0
ApIna	AK-2.9	2761	4	1
Sivaka	AK-2.9	2762	2	1
kIlaka	AK-2.9	2762	7	2
dAman	AK-2.9	2763	11	7
sandAna	AK-2.9	2763	0	0
paSurajju	AK-2.9	2764	1	1
dAmanI	AK-2.9	2764	1	1
vESAKa	AK-2.9	2765	6	2
manTa	AK-2.9	2765	11	2
manTAna	AK-2.9	2765	5	2
manTA	AK-2.9	2765	6	1
manTadaRqaka	AK-2.9	2765	1	0
kuWara	AK-2.9	2766	2	1
daRqavizkamBa	AK-2.9	2766	1	1
manTanI	AK-2.9	2767	1	0
gargarI	AK-2.9	2767	2	0
uzwra	AK-2.9	2768	4	2
kramelaka	AK-2.9	2768	1	0
maya	AK-2.9	2768	6	2
mahANga	AK-2.9	2768	5	1
karaBa	AK-2.9	2769	12	3
SfNKalaka	AK-2.9	2770	2	1
ajA	AK-2.9	2771	5	0
CAgI	AK-2.9	2771	1	0
staBa	AK-2.9	2772	1	1
CAga	AK-2.9	2772	4	3
vasta	AK-2.9	2772	2	0
Cagalaka	AK-2.9	2772	1	1
aja	AK-2.9	2772	17	6
meQra	AK-2.9	2773	2	1
uraBra	AK-2.9	2773	2	1
uraRa	AK-2.9	2773	2	2
UrRAyu	AK-2.9	2773	7	2
meza	AK-2.9	2773	4	2
vfzRi	AK-2.9	2773	14	1
eqaka	AK-2.9	2773	3	2
Ozwraka	AK-2.9	2774	2	1
OraBraka	AK-2.9	2775	1	1
Ajaka	AK-2.9	2776	1	1
cakrIvat	AK-2.9	2777	5	0
vAleya	AK-2.9	2777	1	1
rAsaBa	AK-2.9	2777	2	1
gardaBa	AK-2.9	2777	6	2
Kara	AK-2.9	2777	22	4
vEdehaka	AK-2.9	2778	5	1
sArTavAha	AK-2.9	2778	3	1
nEgama	AK-2.9	2778	9	2
vARija	AK-2.9	2778	1	1
vaRij	AK-2.9	2778	4	1
paRyAjIva	AK-2.9	2778	2	1
ApaRika	AK-2.9	2778	4	3
krayavikrayaka	AK-2.9	2778	0	0
vikretf	AK-2.9	2779	1	0
vikrayika	AK-2.9	2779	1	1
krAyaka	AK-2.9	2780	2	1
krayika	AK-2.9	2780	2	1
vARijya	AK-2.9	2781	1	1
vaRijyA	AK-2.9	2781	1	0
mUlya	AK-2.9	2782	9	2
vasna	AK-2.9	2782	7	1
avakraya	AK-2.9	2782	2	1
nIvI	AK-2.9	2783	1	1
paripaRa	AK-2.9	2783	1	1
mUlaDana	AK-2.9	2783	1	1
lABa	AK-2.9	2784	7	1
aDika	AK-2.9	2784	8	3
Pala	AK-2.9	2784	22	2
paridAna	AK-2.9	2785	2	1
parIvarta	AK-2.9	2785	2	0
nEmeya	AK-2.9	2785	1	1
niyama	AK-2.9	2785	14	4
upaniDi	AK-2.9	2786	3	1
nyAsa	AK-2.9	2786	13	3
pratidAna	AK-2.9	2787	3	1
krayya	AK-2.9	2788	2	1
kreya	AK-2.9	2789	1	1
vikreya	AK-2.9	2790	2	1
paRitavya	AK-2.9	2790	2	1
paRya	AK-2.9	2790	6	3
satyApana	AK-2.9	2791	3	1
satyaNkAra	AK-2.9	2791	0	0
satyAkfti	AK-2.9	2791	1	1
vipaRa	AK-2.9	2792	6	1
vikraya	AK-2.9	2792	2	1
yOtava	AK-2.9	2793	1	1
druvaya	AK-2.9	2794	3	1
pAyya	AK-2.9	2795	8	5
AdyamAzaka	AK-2.9	2796	1	3
akza	AK-2.9	2797	30	9
karza	AK-2.9	2797	6	2
pala	AK-2.9	2798	6	3
suvarRa	AK-2.9	2799	29	1
vista	AK-2.9	2799	1	1
kuruvista	AK-2.9	2800	1	1
tulA	AK-2.9	2801	5	3
BAra	AK-2.9	2802	8	2
SAkawaBAra	AK-2.9	2803	0	0
Acita	AK-2.9	2804	5	2
kArzApaRa	AK-2.9	2805	5	3
kArzika	AK-2.9	2805	3	4
paRa	AK-2.9	2806	11	2
AQaka	AK-2.9	2807	1	2
droRa	AK-2.9	2808	15	3
KArI	AK-2.9	2809	2	1
vAha	AK-2.9	2810	13	1
nikuYcaka	AK-2.9	2811	2	1
kuqava	AK-2.9	2812	1	2
prasTa	AK-2.9	2813	7	2
pAda	AK-2.9	2814	12	3
aMSa	AK-2.9	2815	10	5
BAga	AK-2.9	2815	16	3
vaRwaka	AK-2.9	2815	3	1
dravya	AK-2.9	2816	15	5
vitta	AK-2.9	2816	9	4
svApateya	AK-2.9	2816	1	1
rikTa	AK-2.9	2816	3	1
fkTa	AK-2.9	2816	2	1
Dana	AK-2.9	2816	8	2
vasu	AK-2.9	2816	36	2
hiraRya	AK-2.9	2816	14	1
draviRa	AK-2.9	2816	7	2
dyumna	AK-2.9	2816	8	2
arTa	AK-2.9	2816	15	3
rE	AK-2.9	2816	5	1
viBava	AK-2.9	2816	13	1
koSa	AK-2.9	2817	31	2
hiraRya	AK-2.9	2817	14	1
kupya	AK-2.9	2818	5	2
rUpya	AK-2.9	2819	10	1
gArutmata	AK-2.9	2820	3	2
marakata	AK-2.9	2820	2	1
aSmagarBa	AK-2.9	2820	1	1
harinmaRi	AK-2.9	2820	1	1
SoRaratna	AK-2.9	2821	1	1
lohitaka	AK-2.9	2821	8	1
padmarAga	AK-2.9	2821	1	2
mOktika	AK-2.9	2822	2	1
muktA	AK-2.9	2822	6	0
vidruma	AK-2.9	2823	6	2
pravAla	AK-2.9	2823	7	1
ratna	AK-2.9	2824	7	1
maRi	AK-2.9	2824	17	2
svarRa	AK-2.9	2825	4	1
suvarRa	AK-2.9	2825	29	1
kanaka	AK-2.9	2825	10	2
hiraRya	AK-2.9	2825	14	1
heman	AK-2.9	2825	10	4
hAwaka	AK-2.9	2825	4	1
tapanIya	AK-2.9	2825	4	1
SAtakumBa	AK-2.9	2825	4	1
gANgeya	AK-2.9	2825	8	2
Barman	AK-2.9	2825	3	2
karbura	AK-2.9	2825	8	2
cAmIkara	AK-2.9	2825	2	1
jAtarUpa	AK-2.9	2825	5	2
mahArajata	AK-2.9	2825	3	1
kAYcana	AK-2.9	2825	10	4
rukma	AK-2.9	2825	8	1
kArtasvara	AK-2.9	2825	2	1
jAmbUnada	AK-2.9	2825	8	2
azwApada	AK-2.9	2825	9	2
SrfNgIkanaka	AK-2.9	2826	0	0
durvarRa	AK-2.9	2827	4	2
rajata	AK-2.9	2827	9	1
rUpya	AK-2.9	2827	10	1
KarjUra	AK-2.9	2827	8	2
Sveta	AK-2.9	2827	29	2
rIti	AK-2.9	2828	10	1
ArakUwa	AK-2.9	2828	1	2
tAmraka	AK-2.9	2829	2	1
Sulba	AK-2.9	2829	1	1
mlecCamuKa	AK-2.9	2829	1	1
dvyazwa	AK-2.9	2829	1	1
varizWa	AK-2.9	2829	4	2
udumbara	AK-2.9	2829	2	2
loha	AK-2.9	2830	14	1
Sastraka	AK-2.9	2830	3	2
tIkzRa	AK-2.9	2830	34	2
piRqa	AK-2.9	2830	24	2
kAlAyasa	AK-2.9	2830	2	2
ayas	AK-2.9	2830	5	2
aSmasAra	AK-2.9	2830	2	2
maRqUra	AK-2.9	2831	1	1
siMhARa	AK-2.9	2831	3	1
tEjasa	AK-2.9	2832	7	2
loha	AK-2.9	2832	14	1
kuSI	AK-2.9	2833	3	0
kzAra	AK-2.9	2834	11	2
kAca	AK-2.9	2834	11	2
capala	AK-2.9	2835	15	3
rasa	AK-2.9	2835	33	1
sUta	AK-2.9	2835	8	3
pArada	AK-2.9	2835	4	3
gavala	AK-2.9	2836	2	1
aBraka	AK-2.9	2837	1	2
girija	AK-2.9	2837	7	2
amala	AK-2.9	2837	5	2
srotoYjana	AK-2.9	2838	1	1
sOvIra	AK-2.9	2838	6	1
kApotAYjana	AK-2.9	2838	1	1
yAmuna	AK-2.9	2838	7	1
tutTAYjana	AK-2.9	2839	1	1
SiKigrIva	AK-2.9	2839	1	1
vitunnaka	AK-2.9	2839	4	1
mayUraka	AK-2.9	2839	4	1
karparI	AK-2.9	2840	1	0
dArvikA	AK-2.9	2840	3	1
tutTa	AK-2.9	2840	4	1
rasAYjana	AK-2.9	2841	1	1
rasagarBa	AK-2.9	2841	3	1
tArkzyaSEla	AK-2.9	2841	1	1
ganDASman	AK-2.9	2842	1	1
ganDika	AK-2.9	2842	4	2
sOganDika	AK-2.9	2842	12	1
cakzuzyA	AK-2.9	2843	4	0
kulAlI	AK-2.9	2843	3	0
kulatTikA	AK-2.9	2843	2	1
rItipuzpa	AK-2.9	2844	1	1
puzpaketu	AK-2.9	2844	5	1
pOzpaka	AK-2.9	2844	2	1
kusumAYjana	AK-2.9	2844	1	1
piYjara	AK-2.9	2845	8	2
pItana	AK-2.9	2845	4	1
tAla	AK-2.9	2845	20	2
Ala	AK-2.9	2845	6	2
haritAlaka	AK-2.9	2845	3	1
gEreya	AK-2.9	2846	2	1
arTya	AK-2.9	2846	6	2
girija	AK-2.9	2846	7	2
aSmaja	AK-2.9	2846	2	1
SilAjatu	AK-2.9	2846	2	1
bola	AK-2.9	2847	0	0
ganDarasa	AK-2.9	2847	4	1
prARa	AK-2.9	2847	22	3
piRqa	AK-2.9	2847	24	2
gopa	AK-2.9	2847	10	1
rasa	AK-2.9	2847	33	1
hiRqIra	AK-2.9	2848	5	1
abDikaPa	AK-2.9	2848	1	1
Pena	AK-2.9	2848	5	2
sindUra	AK-2.9	2849	4	1
nAgasamBava	AK-2.9	2849	1	0
nAga	AK-2.9	2850	28	5
sIsaka	AK-2.9	2850	2	1
yogezwa	AK-2.9	2850	2	1
vapra	AK-2.9	2850	15	1
trapu	AK-2.9	2851	1	1
piccawa	AK-2.9	2851	4	1
raNga	AK-2.9	2851	15	1
vaNga	AK-2.9	2851	8	1
picu	AK-2.9	2852	7	2
tUla	AK-2.9	2852	7	3
kamalottara	AK-2.9	2853	1	1
kusumBa	AK-2.9	2853	6	2
vahniSiKa	AK-2.9	2853	3	1
mahArajana	AK-2.9	2853	3	1
mezakambala	AK-2.9	2854	1	1
UrRAyu	AK-2.9	2854	7	2
SaSorRa	AK-2.9	2855	1	1
SaSaloman	AK-2.9	2855	2	2
maDu	AK-2.9	2856	26	1
kzOdra	AK-2.9	2856	6	2
mAkzika	AK-2.9	2856	3	3
maDUcCizwa	AK-2.9	2857	1	1
sikTaka	AK-2.9	2857	2	1
manaHSilA	AK-2.9	2858	1	2
manoguptA	AK-2.9	2858	2	1
manohvA	AK-2.9	2858	1	1
nAgajihvikA	AK-2.9	2858	1	1
nEpAlI	AK-2.9	2858	2	0
kunawI	AK-2.9	2858	2	0
golA	AK-2.9	2858	6	0
yavakzAra	AK-2.9	2859	1	1
yavAgraja	AK-2.9	2859	2	1
pAkya	AK-2.9	2859	5	2
svarjikAkzAra	AK-2.9	2860	1	1
kApota	AK-2.9	2860	8	3
suKavarcaka	AK-2.9	2860	1	1
sOvarcala	AK-2.9	2860	3	1
rucaka	AK-2.9	2860	23	2
tvakkzIrI	AK-2.9	2861	1	0
vaMSarocanA	AK-2.9	2861	1	1
Sigruja	AK-2.9	2862	1	1
Svetamarica	AK-2.9	2862	4	1
morawa	AK-2.9	2863	4	1
granTika	AK-2.9	2864	10	3
pippalImUla	AK-2.9	2864	1	0
cawakASiras	AK-2.9	2864	1	1
golomI	AK-2.9	2865	2	1
BUtakeSa	AK-2.9	2865	1	1
patrANga	AK-2.9	2866	0	0
raktacandana	AK-2.9	2866	3	1
trikawu	AK-2.9	2867	2	1
tryUzaRa	AK-2.9	2867	1	0
vyoza	AK-2.9	2867	4	1
triPalA	AK-2.9	2868	3	0
Palatrika	AK-2.9	2868	1	1
SUdra	AK-2.10	2869	5	1
avaravarRa	AK-2.10	2869	2	2
vfzala	AK-2.10	2869	7	1
jaGanyaja	AK-2.10	2869	4	1
saNkIrRa	AK-2.10	2870	0	0
ambazWa	AK-2.10	2871	3	3
ugra	AK-2.10	2872	18	2
mAgaDa	AK-2.10	2873	9	1
mAhiza	AK-2.10	2874	4	1
kzattf	AK-2.10	2875	10	0
sUta	AK-2.10	2876	8	3
vEdehaka	AK-2.10	2877	5	1
raTakAra	AK-2.10	2878	1	1
caRqAla	AK-2.10	2879	1	2
kAru	AK-2.10	2880	6	4
Silpin	AK-2.10	2880	3	1
SreRi	AK-2.10	2881	6	1
kulaka	AK-2.10	2882	14	2
kulaSrezWin	AK-2.10	2882	2	1
mAlAkAra	AK-2.10	2883	2	2
mAlika	AK-2.10	2883	3	1
kumBakAra	AK-2.10	2884	3	1
kulAla	AK-2.10	2884	4	1
palagaRqa	AK-2.10	2885	1	1
lepaka	AK-2.10	2885	2	2
tantuvAya	AK-2.10	2886	3	2
kuvinda	AK-2.10	2886	1	2
tunnavAya	AK-2.10	2887	1	1
sOcika	AK-2.10	2887	1	1
raNgAjIva	AK-2.10	2888	1	1
citrakara	AK-2.10	2888	1	1
SastramArja	AK-2.10	2889	1	1
asiDAvaka	AK-2.10	2889	1	1
pAdakft	AK-2.10	2890	0	0
carmakAra	AK-2.10	2890	1	2
vyokAra	AK-2.10	2891	1	1
lohakAraka	AK-2.10	2891	1	1
nAqinDama	AK-2.10	2892	0	0
svarRakAra	AK-2.10	2892	1	1
kalAda	AK-2.10	2892	1	1
rukmakAraka	AK-2.10	2892	1	1
SANKika	AK-2.10	2893	3	1
kAmbavika	AK-2.10	2893	1	1
SOlbika	AK-2.10	2894	1	1
tAmrakuwwaka	AK-2.10	2894	2	1
takzan	AK-2.10	2895	2	1
varDaki	AK-2.10	2895	1	1
tvazwf	AK-2.10	2895	8	0
raTakAra	AK-2.10	2895	1	1
kAzWatakza	AK-2.10	2895	0	0
grAmADIna	AK-2.10	2896	0	0
grAmatakza	AK-2.10	2896	1	1
kOwatakza	AK-2.10	2897	1	1
kzurin	AK-2.10	2898	1	1
muRqin	AK-2.10	2898	3	1
divAkIrti	AK-2.10	2898	3	2
nApita	AK-2.10	2898	1	1
antAvasAyin	AK-2.10	2898	1	2
nirRejaka	AK-2.10	2899	1	1
rajaka	AK-2.10	2899	3	1
SORqika	AK-2.10	2900	2	1
maRqahAraka	AK-2.10	2900	1	1
jAbAla	AK-2.10	2901	7	3
ajAjIva	AK-2.10	2901	1	1
devAjIva	AK-2.10	2902	1	1
devala	AK-2.10	2902	15	3
mAyA	AK-2.10	2903	15	0
SAmbarI	AK-2.10	2903	2	0
mAyAkAra	AK-2.10	2904	1	1
pratihAraka	AK-2.10	2904	1	1
SElAlin	AK-2.10	2905	2	1
SElUza	AK-2.10	2905	6	1
jAyAjIva	AK-2.10	2905	2	1
kfSASvin	AK-2.10	2905	2	0
Barata	AK-2.10	2905	24	3
nawa	AK-2.10	2905	7	2
cAraRa	AK-2.10	2906	7	2
kuSIlava	AK-2.10	2906	4	1
mArdaNgika	AK-2.10	2907	0	1
mOrajika	AK-2.10	2907	1	1
pARivAda	AK-2.10	2908	2	1
pARiGa	AK-2.10	2908	2	1
veRuDma	AK-2.10	2909	1	1
vERavika	AK-2.10	2909	1	1
vIRAvAda	AK-2.10	2910	2	1
vERika	AK-2.10	2910	2	1
jIvAntaka	AK-2.10	2911	2	1
SAkunika	AK-2.10	2911	3	1
vAgurika	AK-2.10	2912	1	1
jAlika	AK-2.10	2912	5	1
vEtaMsika	AK-2.10	2913	3	1
kOwika	AK-2.10	2913	5	2
mAMsika	AK-2.10	2913	3	1
Bftaka	AK-2.10	2914	3	2
BftiBuj	AK-2.10	2914	2	1
karmakara	AK-2.10	2914	2	1
vEtanika	AK-2.10	2914	2	1
vArtAvaha	AK-2.10	2915	0	0
vEvaDika	AK-2.10	2915	2	1
BAravAha	AK-2.10	2916	3	1
BArika	AK-2.10	2916	3	3
vivarRa	AK-2.10	2917	6	1
pAmara	AK-2.10	2917	6	2
nIca	AK-2.10	2917	7	1
prAkfta	AK-2.10	2917	9	3
pfTagjana	AK-2.10	2917	6	1
nihIna	AK-2.10	2917	2	1
apasada	AK-2.10	2917	1	2
jAlma	AK-2.10	2917	4	2
kzullaka	AK-2.10	2917	10	2
itara	AK-2.10	2917	6	3
Bftya	AK-2.10	2918	2	1
dAsera	AK-2.10	2918	3	1
dAseya	AK-2.10	2918	3	2
dAsa	AK-2.10	2918	10	6
gopyaka	AK-2.10	2918	1	1
cewaka	AK-2.10	2918	2	2
niyojya	AK-2.10	2918	6	3
kiNkara	AK-2.10	2918	0	0
prEzya	AK-2.10	2918	2	1
Bujizya	AK-2.10	2918	8	1
paricAraka	AK-2.10	2918	2	2
parAcita	AK-2.10	2919	1	1
pariskanda	AK-2.10	2919	0	1
parajAta	AK-2.10	2919	1	1
parEDita	AK-2.10	2919	2	1
manda	AK-2.10	2920	15	3
tundaparimfja	AK-2.10	2920	1	1
Alasya	AK-2.10	2920	2	2
SItaka	AK-2.10	2920	13	1
alasa	AK-2.10	2920	5	2
anuzRa	AK-2.10	2920	4	2
dakza	AK-2.10	2921	22	3
catura	AK-2.10	2921	10	3
peSala	AK-2.10	2921	7	2
pawu	AK-2.10	2921	20	3
sUtTAna	AK-2.10	2921	2	1
uzRa	AK-2.10	2921	10	3
caRqAla	AK-2.10	2922	1	2
plava	AK-2.10	2922	26	2
mAtaNga	AK-2.10	2922	0	2
divAkIrti	AK-2.10	2922	3	2
janaNgama	AK-2.10	2922	0	0
nizAda	AK-2.10	2922	7	2
Svapaca	AK-2.10	2922	2	1
antevAsin	AK-2.10	2922	4	1
cARqAla	AK-2.10	2922	2	2
pukkasa	AK-2.10	2922	1	0
kirAta	AK-2.10	2923	7	2
Sabara	AK-2.10	2924	11	1
pulinda	AK-2.10	2925	5	2
mlecCa	AK-2.10	2926	6	2
vyADa	AK-2.10	2927	3	1
mfgavaDAjIva	AK-2.10	2927	1	1
mfgayu	AK-2.10	2927	3	1
lubDaka	AK-2.10	2927	4	1
kOleyaka	AK-2.10	2928	3	1
sArameya	AK-2.10	2928	2	1
kukkura	AK-2.10	2928	7	2
mfgadaMSaka	AK-2.10	2928	1	1
Sunaka	AK-2.10	2928	11	1
Bazaka	AK-2.10	2928	1	1
SvAna	AK-2.10	2928	3	1
alarka	AK-2.10	2929	4	3
viSvakadru	AK-2.10	2930	3	1
saramA	AK-2.10	2931	6	1
SunI	AK-2.10	2931	2	1
viwcara	AK-2.10	2932	1	1
varkara	AK-2.10	2933	1	2
AcCodana	AK-2.10	2934	1	1
mfgavya	AK-2.10	2934	2	1
AKewa	AK-2.10	2934	1	2
mfgayA	AK-2.10	2934	3	1
