num	saying_id	difficulty	vocab	fusion	n_chunks	n_tokens	n_unanalyzable	pct_w1b	syllables	metre	metre_method	iast_head
2960	Saying 2960	0.6009	0.7122	0.4737	10	19	2	0.688	44		unresolved	deśāṭanaṃ paṇḍitamitratā ca varāṅganā rājasabhāpraveśaḥ
2964	Saying 2964	0.4508	0.7724	0.0833	11	12	4	0.444	36	āryā	vidyut-chandas	deśantareṣu bahuvidhabhāṣāveṣādi yena na jñātam
2965	Saying 2965	0.5909	0.7219	0.4412	19	34	6	0.619	76	śārdulavikrīḍita	vidyut-chandas	deśairantaritā śataiśca saritāmurvībhṛtāṃ kānanai-
2966	Saying 2966	0.4806	0.6512	0.2857	10	14	0	0.8	30		unresolved	dehābhimāne galite vijñāte paramātmani
2967	Saying 2967	0.5149	0.5678	0.4545	12	22	0	0.692	32	upagīti	vidyut-chandas	dehi dehīti jalpanti tyāgino 'pyarthino 'pi ca
2968	Saying 2968	0.6351	0.6803	0.5833	5	12	1	0.667	32	anuṣṭubh	syllable-heuristic	dehīti vaktukāmasya yadduḥkhamupajāyate
2969	Saying 2969	0.5407	0.705	0.3529	11	17	3	0.636	32	anuṣṭubh	syllable-heuristic	deho vā jīvato 'bhyeti jīvo vābhyeti dehataḥ
2970	Saying 2970	0.5557	0.638	0.4615	7	13	2	0.727	32	anuṣṭubh	syllable-heuristic	dainyasya pātratāmeti parābhūteḥ paraṃ padam
2971	Saying 2971	0.521	0.7035	0.3125	11	16	3	0.692	32	anuṣṭubh	syllable-heuristic	daivaṃ hi prajñāṃ muṣṇāti cakṣusteja ivāpatat
2972	Saying 2972	0.4658	0.7275	0.1667	10	12	4	0.5	32	anuṣṭubh	syllable-heuristic	daivaṃ hi mānuṣopetaṃ bhṛśaṃ sidhyati pārthiva
2973	Saying 2973	0.4043	0.7581	0.0	9	9	2	0.429	30		unresolved	daivateṣu prayatnena rājasu brāhmaṇeṣu ca
2974	Saying 2974	0.4286	0.669	0.1538	11	13	3	0.6	32	anuṣṭubh	syllable-heuristic	daivameva paraṃ manye pauruṣaṃ tu nirarthakam
2975	Saying 2975	0.5828	0.7039	0.4444	10	18	3	0.667	32	anuṣṭubh	syllable-heuristic	daivaṃ puruṣakāraśca sthitāvanyo 'nyasaṃśrayāt
2976	Saying 2976	0.4067	0.7626	0.0	11	11	2	0.4	32	anuṣṭubh	syllable-heuristic	daivaṃ puruṣakāreṇa yaḥ samarthaḥ prabādhitum
2977	Saying 2977	0.4703	0.6943	0.2143	11	14	3	0.545	32	anuṣṭubh	syllable-heuristic	daivaṃ puruṣakāreṇa śāntyā ca praśamaṃ nayet
2978	Saying 2978	0.3988	0.6311	0.1333	13	15	3	0.7	40	āryā	vidyut-chandas	daivavaśādupapanne sati vibhave yasya nāsti bhogecchā
2979	Saying 2979	0.4501	0.7094	0.1538	11	13	3	0.625	32	anuṣṭubh	syllable-heuristic	daivena kila yasyārthaḥ sunīto 'pi vipadyate
2980	Saying 2980	0.5271	0.7527	0.2692	19	26	6	0.6	76	śārdulavikrīḍita	vidyut-chandas	daivena prabhuṇā svayaṃ jagati yadyasya pramāṇīkṛtaṃ
2981	Saying 2981	0.5432	0.7798	0.2727	8	11	3	0.333	32	anuṣṭubh	syllable-heuristic	daive puruṣakāre ca karmasiddhirvyavasthitā
2982	Saying 2982	0.5401	0.7939	0.25	18	24	5	0.438	56		unresolved	daive samarpya cirasañcitaduḥkhabhāraṃ
2983	Saying 2983	0.455	0.7364	0.1333	13	15	2	0.6	29		unresolved	dogdhrī dhānyaṃ ca mahī rājñā surakṣitā
2984	Saying 2984	0.5116	0.9593	0.0	5	5	3	0.0	32	anuṣṭubh	syllable-heuristic	doṣabhīteranārambhaḥ kāpuruṣasya lakṣaṇam
2985	Saying 2985	0.5682	0.6279	0.5	9	18	2	0.8	32	upagīti	vidyut-chandas	doṣamārto janaḥ kṛtsnaṃ pārthivāya nivedayet
2986	Saying 2986	0.4978	0.7458	0.2143	11	14	3	0.556	32	anuṣṭubh	syllable-heuristic	doṣameva samādhatte na guṇaṃ guṇino janaḥ
2987	Saying 2987	0.3664	0.687	0.0	12	12	0	0.556	28		unresolved	doṣā guṇā doṣā doṣā guṇā guṇāḥ
2988	Saying 2988	0.5038	0.7696	0.2	12	15	2	0.364	32	anuṣṭubh	syllable-heuristic	doṣo 'pyasti guṇo 'pyasti nirdeṣo naiva jāyate
2989	Saying 2989	0.4267	0.7272	0.0833	11	12	4	0.444	32	anuṣṭubh	syllable-heuristic	daurgatyaṃ dehināṃ duḥkhamapamānakaraṃ param
2990	Saying 2990	0.5708	0.7939	0.3158	13	19	7	0.353	56	vasantatilakā	vidyut-chandas	daurjanyamātmani paraṃ prathitaṃ vidhātrā
2991	Saying 2991	0.6344	0.8044	0.44	14	25	6	0.5	75		unresolved	daurmantyānnṛpatirtvinśyati yatiḥ saṅgātsuto lālanā-
2992	Saying 2992	0.5598	0.7872	0.3	7	10	4	0.4	32	anuṣṭubh	syllable-heuristic	dyūtaṃ yo yamadūtābhaṃ hālāṃ hālāhalopamām
2993	Saying 2993	0.5126	0.8638	0.1111	16	18	5	0.333	44	indravajrā	vidyut-chandas	dyūtaṃ ca māṃsaṃ ca surā ca veśyā pāparddhicauryaṃ paradāras
2994	Saying 2994	0.5585	0.7847	0.3	7	10	3	0.444	32	anuṣṭubh	syllable-heuristic	dyūtaṃ māṃsaṃ surāveśyākheṭacauryaparāṅganāḥ
2995	Saying 2995	0.4514	0.5547	0.3333	8	12	1	0.8	31		unresolved	dyūtena dhanamicchanti mānaicchanti sevayā
2996	Saying 2996	0.5546	0.6899	0.4	6	10	2	0.667	32	upagīti	vidyut-chandas	dravatvātsarvalohānāṃ nimittānmṛgapakṣiṇām
2997	Saying 2997	0.6072	0.8203	0.3636	7	11	3	0.444	32	anuṣṭubh	syllable-heuristic	dravyaprakṛtihīno 'pi sevyaḥ sevyaguṇānvitaḥ
2998	Saying 2998	0.5315	0.6684	0.375	10	16	0	0.545	33		unresolved	dravyeṣu samatīteṣu ye guṇāstānna na cintayet
2999	Saying 2999	0.5718	0.8069	0.303	23	33	13	0.333	77		unresolved	draṣṭavyeṣu kimuttamaṃ mṛgadṛśāṃ premaprasannaṃ mukhaṃ
3000	Saying 3000	0.6103	0.7068	0.5	9	18	1	0.769	32	anuṣṭubh	syllable-heuristic	drākṣārasasamā bālā taruṇī śarkaropamā
3001	Saying 3001	0.4588	0.8603	0.0	15	15	8	0.385	48		unresolved	drumodbhavaṃ hanti viṣaṃ nahi drumaṃ na vā bhujaṅgaprabhavaṃ
3002	Saying 3002	0.4565	0.654	0.2308	10	13	3	0.667	32	anuṣṭubh	syllable-heuristic	druhyanti ye mahātmabhyo druhyantyātmana eva te
3003	Saying 3003	0.4476	0.7226	0.1333	13	15	3	0.5	32	anuṣṭubh	syllable-heuristic	drogdhavyaṃ na ca mitreṣu na viśvasteṣu karhicit
3004	Saying 3004	0.6253	0.6724	0.5714	6	14	1	0.714	39	udgīti	vidyut-chandas	dvandvālāpasabheṣajabhojananārīsanāthasamayeṣu
3005	Saying 3005	0.6312	0.8918	0.3333	10	15	6	0.167	32	anuṣṭubh	syllable-heuristic	dvayoreva samaṃ vittaṃ dvsayoreva samaṃ balam
3006	Saying 3006	0.5748	0.9027	0.2	8	10	4	0.143	31		unresolved	dvātriṃśaddaśadveṣimadhye bhramasi nityaśaḥ
3007	Saying 3007	0.5875	0.8099	0.3333	10	15	5	0.455	32	anuṣṭubh	syllable-heuristic	dvāvambhasi vinikṣepyau gāḍhaṃ baddhvā gale śilām
3008	Saying 3008	0.5633	0.8175	0.2727	8	11	3	0.444	32	anuṣṭubh	syllable-heuristic	dvāvimau kaṇṭakau tīkṣṇau śarīrapariśoṣiṇau
3009	Saying 3009	0.5399	0.743	0.3077	9	13	6	0.417	32	anuṣṭubh	syllable-heuristic	dvāvimau grasate bhūmiḥ sarpo bilaśayāniva
3010	Saying 3010	0.5456	0.6401	0.4375	9	16	1	0.778	32	anuṣṭubh	syllable-heuristic	dvāvimau na virājete viparītena karmaṇā
3011	Saying 3011	0.646	0.7738	0.5	7	14	2	0.5	31		unresolved	dvāvimau puruṣavyāghra parapratyakāriṇau
3012	Saying 3012	0.4841	0.9077	0.0	7	7	4	0.143	32	anuṣṭubh	syllable-heuristic	dvavimau puruṣavyāghra sūryamaṇḍalabhedinau
3013	Saying 3013	0.6231	0.7856	0.4375	9	16	3	0.545	31		unresolved	dvāvimau purṣau rājansvargasyopari tiṣṭhataḥ
3014	Saying 3014	0.6287	0.6866	0.5625	7	16	2	0.636	32	upagīti	vidyut-chandas	dvāvupāyāviha proktau vimuktau śatrudarśane
3015	Saying 3015	0.5037	0.7386	0.2353	13	17	2	0.6	32	anuṣṭubh	syllable-heuristic	dvāveva kathitau sadbhiḥ panthānau vadatāṃ vara
3016	Saying 3016	0.5985	0.7244	0.4545	6	11	4	0.444	30		unresolved	dviguṇaṃ triguṇaṃ bhāṇḍakrayavidhānataḥ
3017	Saying 3017	0.4911	0.6291	0.3333	10	15	2	0.7	34	upagīti	vidyut-chandas	dvicaraṇapaśuṣu bhrātarmā darśaya te guṇānetān
3018	Saying 3018	0.4587	0.7434	0.1333	13	15	4	0.444	32	anuṣṭubh	syllable-heuristic	dvijā api na gacchati tāṃ gatiṃ naiva yoginaḥ
3019	Saying 3019	0.4893	0.6788	0.2727	8	11	2	0.556	32	anuṣṭubh	syllable-heuristic	dvijātipūjābhirato dātā jñātiṣu cārjavī
3020	Saying 3020	0.6207	0.607	0.6364	4	11	1	0.667	32	anuṣṭubh	syllable-heuristic	dvijāśca nāvamantavyāstrailokyeśvarapūjitāḥ
3021	Saying 3021	0.5634	0.7476	0.3529	11	17	3	0.444	32	anuṣṭubh	syllable-heuristic	dvijihvāḥ krūrajarmāṇo nityaṃ chidrānusāriṇaḥ
3022	Saying 3022	0.5098	0.7372	0.25	6	8	4	0.375	32	anuṣṭubh	syllable-heuristic	dvidhākāraṃ bhavedyānaṃ bhaye prāṇārtharakṣaṇam
3023	Saying 3023	0.4969	0.7773	0.1765	14	17	4	0.538	50	puṣpitāgrā	vidyut-chandas	dvirada iva madena viprayukto viṣarahito bhujago vyasiśca ko
3024	Saying 3024	0.4943	0.6206	0.35	13	20	2	0.75	32	anuṣṭubh	syllable-heuristic	dviḥ śaraṃ naiva sandhatte dviḥ sthāpayati nāśritān
3025	Saying 3025	0.4542	0.6213	0.2632	14	19	1	0.75	33		unresolved	dviṣāmapi ca diṣānye na ca vadanti kadā ca na
3026	Saying 3026	0.5708	0.7785	0.3333	8	12	2	0.5	41	āryā	vidyut-chandas	dvīpādanyasmādapi madhyādapi jalanidherdiśo 'pyantāt
3027	Saying 3027	0.5151	0.7908	0.2	8	10	3	0.556	32	anuṣṭubh	syllable-heuristic	dve karmaṇī naraḥ kurvammasmilloke virocate
3028	Saying 3028	0.4432	0.7515	0.0909	10	11	2	0.444	32	anuṣṭubh	syllable-heuristic	dve cakre bhrāmyato loke kāminī kanakaṃ tathā
3029	Saying 3029	0.5363	0.7139	0.3333	16	24	4	0.667	56	vasantatilakā	vidyut-chandas	dveṣādivaikṛtavataḥ pratibhāsate 'nyo
3030	Saying 3030	0.615	0.7156	0.5	7	14	2	0.8	32	anuṣṭubh	syllable-heuristic	dveṣidveṣāparo nityamiṣṭānāmiṣṭakarmakṛt
3031	Saying 3031	0.5395	0.7027	0.3529	11	17	2	0.583	32	anuṣṭubh	syllable-heuristic	dveṣo namaiṣa durdharṣo jeto yena vivekinā
3032	Saying 3032	0.5411	0.7958	0.25	12	16	2	0.444	32	anuṣṭubh	syllable-heuristic	dveṣṭi prāyo guṇibhyo 'pi na ca snihyati kasyacit
3033	Saying 3033	0.492	0.649	0.3125	11	16	0	0.778	32	anuṣṭubh	syllable-heuristic	dveṣye na sādhurbhavati na medhāvī na paṇḍitaḥ
3034	Saying 3034	0.5244	0.7813	0.2308	10	13	5	0.5	32	anuṣṭubh	syllable-heuristic	dveṣyo 'pi saṃmataḥ śiṣṭa ārtasyeva yathauṣagham
3035	Saying 3035	0.4796	0.5811	0.3636	7	11	2	0.7	31		unresolved	dveṣyo bhavati bhūtānāmugro rājā yudhiṣṭhira
3036	Saying 3036	0.5281	0.6985	0.3333	10	15	2	0.636	32	anuṣṭubh	syllable-heuristic	dvau lokau nāśayantyevaṃ mūrkhā mūrkhopadeśataḥ
3037	Saying 3037	0.5212	0.8023	0.2	12	15	6	0.385	32	anuṣṭubh	syllable-heuristic	dṭhyakṣaraṃ kiṃ bhavenmṛtyustryakṣaraṃ brahma śāśvatam
3038	Saying 3038	0.4953	0.8771	0.0588	16	17	8	0.231	64		unresolved	dhanaṃ yadi gataṃ caraṇayugmareṇūpamaṃ
3039	Saying 3039	0.56	0.8625	0.2143	11	14	5	0.25	32	anuṣṭubh	syllable-heuristic	dhanaṃ vā puruṣo rājanpuruṣaṃ vā punardhanam
3040	Saying 3040	0.504	0.8478	0.1111	8	9	4	0.286	31		unresolved	dhanakṣayaḥ śiṣṭagarhā sadācāravivarjanm
3041	Saying 3041	0.4508	0.6786	0.1905	17	21	4	0.667	32	anuṣṭubh	syllable-heuristic	dhanaṃ ca bahu labhyaṃ te sukhaṃ kṣemaṃ ca vartmani
3042	Saying 3042	0.3842	0.5745	0.1667	10	12	1	0.625	32	anuṣṭubh	syllable-heuristic	dhanadhānyaprayogeṣu tathā vidyāgameṣu ca
3043	Saying 3043	0.5909	0.7798	0.375	10	16	4	0.462	32	anuṣṭubh	syllable-heuristic	dhananāśe 'ghikaṃ duḥkhaṃ manye sarvamahattaram
3044	Saying 3044	0.59	0.7235	0.4375	9	16	3	0.5	32	anuṣṭubh	syllable-heuristic	dhanaṃ tāvadasulabhaṃ labdhaṃ kṛcchreṇa pālyate
3045	Saying 3045	0.5488	0.8249	0.2333	23	30	9	0.45	68	śikhariṇī	vidyut-chandas	dhanaṃ tāvallabdhaṃ kathamapi tathāpyasya niyataṃ
3046	Saying 3046	0.6561	0.8184	0.4706	9	17	4	0.3	32	anuṣṭubh	syllable-heuristic	dhanaprado 'rthināṃ dharmaḥ kāmināṃ sarvakāmadaḥ
3047	Saying 3047	0.4944	0.7082	0.25	9	12	2	0.667	32	anuṣṭubh	syllable-heuristic	dhanamarjaya kākutstha dhanamūlamidaṃ jagat
3048	Saying 3048	0.5308	0.7261	0.3077	9	13	3	0.6	32	anuṣṭubh	syllable-heuristic	dhanamastīti vāṇijyaṃ kiñcidastīti karṣaṇam
3049	Saying 3049	0.4894	0.626	0.3333	8	12	2	0.8	32	anuṣṭubh	syllable-heuristic	dhanamasyeti puruṣaṃ puro nighnanti dasyavaḥ
3052	Saying 3052	0.5703	0.6865	0.4375	9	16	3	0.5	32	anuṣṭubh	syllable-heuristic	dhanalubdho hyasantuṣṭo 'niyatātmājitendriyaḥ
3053	Saying 3053	0.5854	0.7148	0.4375	9	16	3	0.615	40	udgīti	vidyut-chandas	dhanavāniti hi madaste kiṃ gatavibhavo viṣādamupayāsi
3056	Saying 3056	0.6517	0.8135	0.4667	8	15	3	0.375	32	anuṣṭubh	syllable-heuristic	ghanavānbalavāllokeḥ sarvaḥ sarvatra sarvadā
3057	Saying 3057	0.4534	0.7042	0.1667	10	12	2	0.556	28		unresolved	dhanahīno na hīnaśca dhanikaḥ sa suniścayāt
3058	Saying 3058	0.5368	0.7373	0.3077	9	13	2	0.667	32	anuṣṭubh	syllable-heuristic	dhanahetorya īheta tasyānīhā garīyasī
3059	Saying 3059	0.5503	0.8299	0.2308	10	13	5	0.4	32	anuṣṭubh	syllable-heuristic	dhanāgame 'ghikaṃ puṃsāṃ lobhamabhyeti mānasam
3060	Saying 3060	0.5464	0.7328	0.3333	14	21	2	0.533	44		unresolved	dhanādyatā rājakule ca mānaḥ priyānukūlā tanayo vinītaḥ
3061	Saying 3061	0.5433	0.7063	0.3571	9	14	2	0.625	32	anuṣṭubh	syllable-heuristic	dhanātkulaṃ prabhavati dhanāddharmaḥ pravardhate
3062	Saying 3062	0.4037	0.6319	0.1429	12	14	1	0.846	32	anuṣṭubh	syllable-heuristic	dhanādhikeṣu khidyante ye 'tra mūrkhāḥ sukhāśayā
3063	Saying 3063	0.4571	0.7321	0.1429	12	14	4	0.545	32	anuṣṭubh	syllable-heuristic	dhanāni jīvitaṃ caiva parārthe prājña utsṛjet
3064	Saying 3064	0.4043	0.6785	0.0909	10	11	2	0.75	32	anuṣṭubh	syllable-heuristic	dhanāśayā khilīkārāḥ kasya nāma na jāyate
3065	Saying 3065	0.4561	0.6802	0.2	12	15	2	0.75	32	anuṣṭubh	syllable-heuristic	dhanāśā jīvitāśā ca gurvī prāṇabhṛtāṃ sadā
3066	Saying 3066	0.5973	0.7311	0.4444	10	18	1	0.727	32	anuṣṭubh	syllable-heuristic	dhanino 'pi nirunmādā yuvano 'pi na cañcalāḥ
3067	Saying 3067	0.5124	0.6289	0.3793	18	29	4	0.778	47		unresolved	dhanena kiṃ yanna dadāti nāśnute balena kiṃ yena ripuṃ na bā
3068	Saying 3068	0.4927	0.6547	0.3077	9	13	4	0.583	32	anuṣṭubh	syllable-heuristic	dhanena balavāṃlloko dhanādbhavati paṇḍitaḥ
3069	Saying 3069	0.5636	0.7943	0.3	7	10	3	0.333	32	anuṣṭubh	syllable-heuristic	dhanena vāsasā premṇā śraddhayāmṛtabhāṣaṇaiḥ
3070	Saying 3070	0.642	0.6205	0.6667	6	18	1	0.7	32	anuṣṭubh	syllable-heuristic	dhanenādharmalabdhena yacchidramapidhīyate
3071	Saying 3071	0.3076	0.5767	0.0	11	11	0	0.75	32	anuṣṭubh	syllable-heuristic	dhaneṣu jīvitavyeṣu strīṣu bhojanavṛttiṣu
3072	Saying 3072	0.5409	0.6739	0.3889	11	18	1	0.692	32	anuṣṭubh	syllable-heuristic	dhanairna ca kulācāraiḥ sevyarāmeti pūruṣaḥ
3073	Saying 3073	0.4767	0.7772	0.1333	13	15	5	0.385	48		unresolved	dhanairniṣkulīnāḥ kulīnā bhavanti dhanairāpadaṃ mānavā nista
3074	Saying 3074	0.4998	0.7352	0.2308	10	13	3	0.556	44		unresolved	dhanairviyuktasya narasya loke kiṃ jīvitenādita eva yāvat
3075	Saying 3075	0.5252	0.6723	0.3571	9	14	1	0.778	32	anuṣṭubh	syllable-heuristic	dhanyāḥ khalu mahātmāno ye buddhyā kopamutthitam
3076	Saying 3076	0.5603	0.7381	0.3571	9	14	1	0.5	32	anuṣṭubh	syllable-heuristic	dhanyā dvijamayī naukā viparītā mahārṇave
3077	Saying 3077	0.4965	0.8216	0.125	14	16	7	0.429	76	śārdulavikrīḍita	vidyut-chandas	dhanyānāṃ girikandareṣu vasatāṃ jyotiḥ paraṃ dhyāyatāmānandā
3078	Saying 3078	0.435	0.6906	0.1429	12	14	4	0.667	44		unresolved	dhanyāni teṣāṃ khalu jīvitāni ye kāminīnāṃ gṛhamāgatānām
3079	Saying 3079	0.4264	0.6966	0.1176	15	17	2	0.75	32	anuṣṭubh	syllable-heuristic	dhanyā sā jananī loke dhanyo 'sau janakaḥ punaḥ
3080	Saying 3080	0.4307	0.6485	0.1818	18	22	3	0.75	56		unresolved	dhanyāsi yā kathayasi priyasaṅgame 'pi
3081	Saying 3081	0.4847	0.8293	0.0909	10	11	4	0.375	54		unresolved	dhanyāsta eva taralāyatalocanānāṃ
3082	Saying 3082	0.4417	0.6532	0.2	8	10	2	0.7	32	anuṣṭubh	syllable-heuristic	dhanyāste puruṣāḥ śreṣṭhā ye buddhyā krodhamutthitam
3083	Saying 3083	0.531	0.7222	0.3125	11	16	2	0.583	32	anuṣṭubh	syllable-heuristic	dhanyāste pṛthivīpālāḥ sukhaṃ ye niśi śerate
3084	Saying 3084	0.484	0.7728	0.1538	11	13	4	0.455	32	anuṣṭubh	syllable-heuristic	dhanyāste ye na paśyanti deśabhaṅgaṃ kulakṣayam
3085	Saying 3085	0.4786	0.7516	0.1667	20	24	7	0.526	83		unresolved	dhanyāste vītarāgā guruvacanaratāstyaktasaṃsārasaṅgā
3086	Saying 3086	0.4739	0.754	0.1538	11	13	2	0.5	32	anuṣṭubh	syllable-heuristic	dhanyāḥ sarasvatī skando jino ca jagati trayaḥ
3087	Saying 3087	0.557	0.7041	0.3889	11	18	2	0.556	32	anuṣṭubh	syllable-heuristic	dharma eva plavo nānyaḥ svargandraupadi gacchatām
3088	Saying 3088	0.6139	0.7908	0.4118	10	17	4	0.333	32	anuṣṭubh	syllable-heuristic	dharma eva sadā yeṣāṃ darśanapratibhūrabhūt
3089	Saying 3089	0.5394	0.6412	0.4231	15	26	1	0.7	32	anuṣṭubh	syllable-heuristic	dharma eva hato hanti dharmo rakṣati rakṣitaḥ
3090	Saying 3090	0.5486	0.9037	0.1429	6	7	4	0.167	32	anuṣṭubh	syllable-heuristic	dharmaṃ śanaiḥ sañcinuyādvalmīkamiva puttikāḥ
3091	Saying 3091	0.5252	0.7113	0.3125	11	16	2	0.636	32	anuṣṭubh	syllable-heuristic	dharmaḥ kāmaśca svargaśca harṣaḥ krodhaḥ śrutaṃ damaḥ
3092	Saying 3092	0.4492	0.6531	0.2162	29	37	5	0.759	76	śārdulavikrīḍita	vidyut-chandas	dharmaḥ pravrajitastapaḥ pracalitaṃ satyaṃ ca dūre gataṃ
3093	Saying 3093	0.575	0.8047	0.3125	22	32	7	0.409	84		unresolved	dharmaḥ prāgeva cintyaḥ sacivamatigātirbhāvanīyā sadaiva
3094	Saying 3094	0.5222	0.6389	0.3889	11	18	2	0.6	32	anuṣṭubh	syllable-heuristic	dharmakāryaṃ yatañchaktyā no cetprāpnoti mānavaḥ
3095	Saying 3095	0.61	0.7461	0.4545	12	22	3	0.615	44	rathoddhatā	vidyut-chandas	dharmataḥ sakalamaṅgalāvalī dharmataḥ sakalasaukhyasaṃpadaḥ
3096	Saying 3096	0.6287	0.7413	0.5	8	16	5	0.5	32	āryā	vidyut-chandas	dharmadhvajī sadā lubdhaścchādmiko lokadambhakaḥ
3097	Saying 3097	0.4631	0.5949	0.3125	11	16	2	0.8	32	upagīti	vidyut-chandas	dharmanityaḥ praśāntātmā kāryayogavahaḥ sadā
3102	Saying 3102	0.4288	0.7245	0.0909	10	11	2	0.5	31		unresolved	dharmanto hi kākutstha bhavanti bhṛśaduḥkhitāḥ
3103	Saying 3103	0.4685	0.605	0.3125	11	16	1	0.727	32	anuṣṭubh	syllable-heuristic	dharmaśāstrārthakuśalāḥ kulīnāḥ satyavādinaḥ
3104	Saying 3104	0.4302	0.8066	0.0	4	4	3	0.25	32	anuṣṭubh	syllable-heuristic	dharmaśāsrārthatattvajñaḥ sāndhivigrahiko bhavet
3105	Saying 3105	0.6224	0.7295	0.5	10	20	2	0.545	32	anuṣṭubh	syllable-heuristic	dharmaścintāmaṇiḥ śreṣṭho dharmaḥ kalpadrumaḥ paraḥ
3106	Saying 3106	0.576	0.7883	0.3333	6	9	3	0.5	32	upagīti	vidyut-chandas	dharmasiddhau dhruvaṃ siddhirdyumnapradyumnayorapi
3107	Saying 3107	0.4694	0.6067	0.3125	11	16	3	0.727	31		unresolved	dharma phalamicchanti dharmaṃ necchanti mānavāḥ
3108	Saying 3108	0.4929	0.5492	0.4286	12	21	1	0.857	32	anuṣṭubh	syllable-heuristic	dharmākhyāne śmaśāne ca rogiṇāṃ yā matirbhavet
3111	Saying 3111	0.5441	0.6837	0.3846	8	13	3	0.667	32	anuṣṭubh	syllable-heuristic	dharmātpracyutaśīlaṃ hi puruṣaṃ pāpaniścayam
3112	Saying 3112	0.6125	0.6562	0.5625	7	16	2	0.7	32	anuṣṭubh	syllable-heuristic	dharmātmānaḥ śubhairvṛttaiḥ kratubhiścāptadakṣiṇaiḥ
3113	Saying 3113	0.4996	0.7181	0.25	9	12	3	0.556	32	anuṣṭubh	syllable-heuristic	dharmādarthaḥ prabhavati dharmātprabhavate sukham
3114	Saying 3114	0.5657	0.7483	0.3571	9	14	2	0.5	32	anuṣṭubh	syllable-heuristic	dharmādharmaphale jātu dadārśeha na kaśca na
3115	Saying 3115	0.5256	0.6105	0.4286	8	14	2	0.8	32	udgīti	vidyut-chandas	dharmārambha ṛṇacchede kanyādāne dhanāgame
3116	Saying 3116	0.5851	0.7471	0.4	21	35	5	0.52	76	śārdulavikrīḍita	vidyut-chandas	dharmārthaṃ yatatāmapīha vipado daivādyadi syuḥ kvaci-
3117	Saying 3117	0.5379	0.8211	0.2143	11	14	5	0.364	32	anuṣṭubh	syllable-heuristic	dharmārthaṃ yasya vittehā varaṃ tasya nirīhatā
3118	Saying 3118	0.5854	0.8059	0.3333	10	15	5	0.455	32	anuṣṭubh	syllable-heuristic	dharmarthaṃ sañcayo yo vai dravyaṇāṃ pakṣasaṃmataḥ
3119	Saying 3119	0.6032	0.8393	0.3333	8	12	2	0.429	32	anuṣṭubh	syllable-heuristic	dharmārthakāmakāleṣu bhāryā pusṃsaḥ sahāyinī
3120	Saying 3120	0.4783	0.7377	0.1818	9	11	2	0.5	33		unresolved	dharmārthakāmamokṣaāṇāṃ yasyaiko 'pi na vidyate
3121	Saying 3121	0.4621	0.7935	0.0833	11	12	5	0.4	32	anuṣṭubh	syllable-heuristic	dharmārthakāmamokṣāṇāṃ prāṇāḥ saṃsthitihetavaḥ
3122	Saying 3122	0.4716	0.8842	0.0	9	9	5	0.143	31		unresolved	dharmārthakāmokṣeṣu vaicakṣaṇyaṃ kalāsu ca
3123	Saying 3123	0.6187	0.7225	0.5	7	14	2	0.636	32	anuṣṭubh	syllable-heuristic	dharmārthaṃ kṣīṇakośasya kṛśatvamapi śobhate
3124	Saying 3124	0.6377	0.8207	0.4286	8	14	1	0.4	32	anuṣṭubh	syllable-heuristic	dharmārthamapi neheta yātrārthaṃ vādhano dhanam
3125	Saying 3125	0.5114	0.9588	0.0	8	8	4	0.143	32	anuṣṭubh	syllable-heuristic	dharmārthau yaḥ parityajya syādidriyavaśānugaḥ
3126	Saying 3126	0.4044	0.7582	0.0	10	10	5	0.4	32	upagīti	vidyut-chandas	dharmeṇa draviṇaṃ rājyaṃ dharmeṇa vijayaḥ śriyaḥ
3127	Saying 3127	0.3954	0.6741	0.0769	12	13	4	0.5	32	anuṣṭubh	syllable-heuristic	dharmeṇa rājyaṃ vindeta dharmeṇa paripālayet
3128	Saying 3128	0.2841	0.5327	0.0	10	10	3	0.7	32	upagīti	vidyut-chandas	dharmeṇa hanyate vyādhirdharmeṇa hanyate grahaḥ
3129	Saying 3129	0.526	0.6581	0.375	25	40	1	0.71	76	śārdulavikrīḍita	vidyut-chandas	dharme tatparatā mukhe madhuratā dāne sumutsāhatā
3130	Saying 3130	0.4086	0.5717	0.2222	14	18	1	0.923	32	anuṣṭubh	syllable-heuristic	dharme tiṣṭhanti bhūtāni dharmo rājani tiṣṭhati
3131	Saying 3131	0.5036	0.689	0.2917	17	24	2	0.643	56	vasantatilakā	vidyut-chandas	dharme matirbhavatu vaḥ satatotthitānāṃ
3132	Saying 3132	0.4547	0.718	0.1538	11	13	3	0.545	31		unresolved	dharme rāgaḥ śrute cintā dāne vysanamuttamam
3133	Saying 3133	0.5608	0.6913	0.4118	10	17	2	0.667	32	anuṣṭubh	syllable-heuristic	dharme vardhati vardhanti sarvabhūtāni sarvadā
3134	Saying 3134	0.6113	0.6878	0.5238	10	21	3	0.636	32	anuṣṭubh	syllable-heuristic	dharmo bandhurmanuṣyāṇāṃ dharmo maṇḍanamuttramam
3135	Saying 3135	0.5524	0.7666	0.3077	9	13	4	0.4	32	anuṣṭubh	syllable-heuristic	dharmo yaśo nayo dākṣyaṃ manohāri subhāṣitam
3136	Saying 3136	0.5942	0.6766	0.5	10	20	2	0.636	31		unresolved	dharmo viddhastvadharmeṇa sabhāṃ yatropatiṣṭhate
